Case Number,Pre Buyout Disclosure Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Block Address,ZIP Code,Supervisor District,Analysis Neighborhood,the_geom
B162277,,7/5/16,1500,FALSE,FALSE,1,200 Block of 9th Street,94103,6,South of Market,"(37.774817064226994, -122.41284503105852)"
B162280,7/7/16,8/31/16,5000,FALSE,FALSE,1,3300 Block of Laguna Street,94123,2,Marina,"(37.80191922861051, -122.43133614282628)"
B162282,7/7/16,7/11/17,99196.74,FALSE,TRUE,1,1800 Block of 15th Street,94103,8,Mission,"(37.76632253141771, -122.42472387063577)"
B162283,7/7/16,3/27/17,99999.28,FALSE,FALSE,1,1800 Block of 15th Street,94103,8,Mission,"(37.76632253141771, -122.42472387063577)"
B162284,7/7/16,4/18/17,60001,FALSE,FALSE,1,1800 Block of 15th Street,94103,8,Mission,"(37.76632253141771, -122.42472387063577)"
B162285,7/7/16,3/6/17,100006.81,FALSE,FALSE,1,1800 Block of 15th Street,94103,8,Mission,"(37.76632253141771, -122.42472387063577)"
B162288,7/7/16,11/21/16,35000,FALSE,FALSE,2,1800 Block of 24th Avenue,94122,4,Sunset/Parkside,"(37.753069088920995, -122.48183604800782)"
B162289,7/7/16,9/19/16,63120,FALSE,FALSE,1,2400 Block of 30th Avenue,94116,4,Sunset/Parkside,"(37.74159469108955, -122.48748047564267)"
B162290,7/8/16,10/6/16,36643.2,FALSE,FALSE,2,800 Block of York Street,94110,9,Mission,"(37.75846799657138, -122.40879783771999)"
B162291,7/8/16,10/24/16,30000,FALSE,FALSE,3,2000 Block of Green Street,94123,2,Marina,"(37.796524939146984, -122.4328478206058)"
B162292,7/8/16,11/2/16,117000,FALSE,FALSE,1,3500 Block of 17th Street,94110,8,Mission,"(37.7631541223095, -122.42509910701727)"
B162294,,7/11/16,5000,FALSE,FALSE,2,0 Block of Kramer Place,94133,3,North Beach,"(37.80208042498707, -122.40825469983739)"
B162296,7/11/16,10/6/16,7000,FALSE,FALSE,1,2100 Block of California Street,94115,5,Pacific Heights,"(37.78937488651753, -122.42971720714418)"
B162339,,7/12/16,66700,FALSE,FALSE,4,900 Block of Central Avenue,94115,5,Lone Mountain/USF,"(37.778370223035886, -122.44518290696212)"
B162342,7/13/16,9/12/16,14580,FALSE,FALSE,2,700 Block of 16th Avenue,94118,1,Outer Richmond,"(37.77394700722511, -122.47454942620487)"
B162343,7/13/16,10/17/16,40000,FALSE,TRUE,3,700 Block of Clayton Street,94117,5,Haight Ashbury,"(37.76792693202216, -122.44826973389675)"
B162344,7/13/16,10/17/16,40000,FALSE,FALSE,3,700 Block of Clayton Street,94117,5,Haight Ashbury,"(37.76792693202216, -122.44826973389675)"
B162345,7/14/16,9/2/16,50000,FALSE,TRUE,1,400 Block of Elizabeth Street,94114,8,Noe Valley,"(37.75223910586134, -122.43083370852169)"
B162346,7/12/16,12/2/16,90000,FALSE,FALSE,2,1500 Block of Fulton Street,94117,5,Lone Mountain/USF,"(37.776276302674454, -122.44229944730586)"
B162348,,7/18/16,140000,FALSE,FALSE,2,0 Block of Washburn Street,94103,6,South of Market,"(37.77523622302989, -122.41440629438699)"
B162397,7/19/16,1/18/17,95000,FALSE,FALSE,3,2600 Block of Hyde Street,94109,2,Russian Hill,"(37.805469679139684, -122.42038774241736)"
B162399,7/20/16,12/23/16,25000,FALSE,FALSE,1,1200 Block of Vallejo Street,94109,3,Russian Hill,"(37.797383384211344, -122.41783998852942)"
B162400,7/20/16,2/22/17,60000,FALSE,FALSE,4,1200 Block of 30th Avenue,94122,4,Sunset/Parkside,"(37.763988755256335, -122.48890682525288)"
B162401,,7/21/16,31250,FALSE,FALSE,1,1000 Block of Pierce Street,94115,5,Western Addition,"(37.7793814653525, -122.43535759867835)"
B162402,,7/21/16,48500,FALSE,FALSE,1,1000 Block of Pierce Street,94115,5,Western Addition,"(37.7793814653525, -122.43535759867835)"
B162405,7/22/16,11/1/16,32750,FALSE,TRUE,2,0 Block of Cortland Avenue,94110,9,Bernal Heights,"(37.7404496864085, -122.42126748944449)"
B162407,7/22/16,4/10/17,50000,FALSE,FALSE,4,1300 Block of Mcallister Street,94115,5,Western Addition,"(37.77837185803356, -122.43424083730447)"
B162466,7/25/16,1/6/17,32500,FALSE,TRUE,1,200 Block of 12th Avenue,94118,1,Inner Richmond,"(37.78359158902448, -122.47084464604123)"
B162469,7/25/16,9/16/16,32900,FALSE,TRUE,2,1400 Block of Oakdale Avenue,94124,10,Bayview Hunters Point,"(37.732955634541185, -122.38759080656698)"
B162477,7/27/16,12/29/16,7500,FALSE,FALSE,1,500 Block of Bartlett Street,94110,9,Mission,"(37.7485724251623, -122.41927759792078)"
B162479,7/27/16,11/1/16,54859.24,FALSE,FALSE,2,1400 Block of 35th Avenue,94122,4,Sunset/Parkside,"(37.760013295211465, -122.49400578280203)"
B162480,7/1/16,8/30/16,14880,FALSE,FALSE,2,400 Block of Moscow Street,94112,11,Excelsior,"(37.72051272815517, -122.42828403638278)"
B162481,7/28/16,8/15/16,37500,FALSE,TRUE,2,800 Block of Goettingen Street,94134,9,Portola,"(37.72139778570682, -122.40435712373001)"
B162518,8/1/16,10/11/16,40000,FALSE,FALSE,4,3400 Block of Mission Street,94110,9,Bernal Heights,"(37.741368855583396, -122.42254199337602)"
B162519,,8/1/16,25000,FALSE,TRUE,1,1600 Block of Washington Street,94109,3,Russian Hill,"(37.79341664027102, -122.42041546226157)"
B162520,8/2/16,3/1/17,14500,FALSE,FALSE,2,0 Block of Malta Drive,94131,7,West of Twin Peaks,"(37.7354310005362, -122.44394969074942)"
B162522,8/2/16,9/22/16,25000,FALSE,FALSE,1,600 Block of Baker Street,94117,5,Western Addition,"(37.77691287042592, -122.44151493246905)"
B162530,8/4/16,12/15/16,95000,FALSE,TRUE,1,500 Block of Dolores Street,94110,8,Mission,"(37.760637683614426, -122.42584369754681)"
B162531,8/5/16,11/6/17,51158,FALSE,FALSE,1,700 Block of Douglass Street,94114,8,Noe Valley,"(37.75222428855978, -122.43865835562215)"
B162533,8/5/16,11/8/17,50908,FALSE,FALSE,1,700 Block of Douglass Street,94114,8,Noe Valley,"(37.75222428855978, -122.43865835562215)"
B162558,8/9/16,10/25/16,30000,FALSE,FALSE,2,900 Block of Sanchez Street,94114,8,Noe Valley,"(37.75356184868352, -122.42977713006016)"
B162565,8/10/16,5/5/17,27000,FALSE,FALSE,1,100 Block of Charles Street,94131,8,Glen Park,"(37.738336951880164, -122.4256608010048)"
B162568,8/11/16,12/13/16,7000,FALSE,TRUE,1,2300 Block of 39th Avenue,94116,4,Sunset/Parkside,"(37.74303602865137, -122.49725134854249)"
B162571,8/11/16,10/27/16,6000,FALSE,TRUE,1,1200 Block of Grove Street,94117,5,Hayes Valley,"(37.77597738691376, -122.43714305690483)"
B162574,8/12/16,1/6/17,17670,FALSE,FALSE,2,4200 Block of 22nd Street,94114,8,Noe Valley,"(37.75425158270256, -122.4393227107322)"
B162655,,8/11/16,29451,FALSE,FALSE,4,2700 Block of 36th Avenue,94116,4,Sunset/Parkside,"(37.73578407643181, -122.4934045185264)"
B162656,,8/15/16,5500,FALSE,FALSE,1,700 Block of Hayes Street,94102,5,Hayes Valley,"(37.776203209424466, -122.42874487540402)"
B162657,8/15/16,10/14/16,25937.5,FALSE,FALSE,1,300 Block of Leland Avenue,94134,10,Visitacion Valley,"(37.713574775029194, -122.41136667085885)"
B162662,8/15/16,10/21/16,16500,FALSE,FALSE,1,2100 Block of California Street,94115,5,Pacific Heights,"(37.78937488651753, -122.42971720714418)"
B162663,8/16/16,11/1/16,8000,FALSE,FALSE,2,0 Block of 29th Street,94110,9,Bernal Heights,"(37.743953743370575, -122.42143054619228)"
B162665,8/17/16,10/31/16,22725,FALSE,FALSE,1,600 Block of Vermont Street,94107,10,Potrero Hill,"(37.76146906393668, -122.40426561374511)"
B162666,8/17/16,12/29/17,285000,FALSE,FALSE,1,700 Block of Green Street,94133,3,Chinatown,"(37.7993068756211, -122.411052651187)"
B162667,8/18/16,12/13/16,70619.01,FALSE,FALSE,4,500 Block of Alvarado Street,94114,8,Noe Valley,"(37.7537017229108, -122.43320320947834)"
B162673,8/19/16,10/24/16,,TRUE,FALSE,1,0 Block of Rosenkranz Street,94110,9,Bernal Heights,"(37.742010229363125, -122.41075234444396)"
B162674,8/19/16,5/4/17,54000,FALSE,FALSE,1,5700 Block of Geary Boulevard,94121,1,Outer Richmond,"(37.780134514595304, -122.48097066287623)"
B162720,8/22/16,11/21/16,10640,FALSE,FALSE,3,1500 Block of Fulton Street,94117,5,Lone Mountain/USF,"(37.77638477389427, -122.4423213336389)"
B162724,8/23/16,9/26/16,9000,FALSE,TRUE,3,1400 Block of Waller Street,94117,5,Haight Ashbury,"(37.76886280400853, -122.44796773741328)"
B162725,8/23/16,2/24/17,20000,FALSE,FALSE,1,1400 Block of Revere Avenue,94124,10,Bayview Hunters Point,"(37.730029721579896, -122.38739556764578)"
B162726,8/24/16,6/30/17,16762.73,FALSE,FALSE,2,200 Block of 3rd Avenue,94118,1,Inner Richmond,"(37.7840191581616, -122.46134103715514)"
B162729,8/26/16,10/26/16,6990,FALSE,TRUE,1,3500 Block of 20th Street,94110,9,Mission,"(37.758510056055016, -122.42016882580018)"
B162779,8/29/16,11/23/16,90000,FALSE,FALSE,2,400 Block of Belvedere Street,94117,5,Haight Ashbury,"(37.76379023135258, -122.44812334761981)"
B162783,8/30/16,5/10/17,28000,FALSE,FALSE,1,0 Block of Buchanan Street,94102,8,Hayes Valley,"(37.770077899098155, -122.42659275451848)"
B162784,8/30/16,10/26/16,25000,FALSE,FALSE,2,100 Block of Ellsworth Street,94110,9,Bernal Heights,"(37.74094607586896, -122.4144270441899)"
B162785,8/30/16,11/15/16,24500,FALSE,FALSE,1,400 Block of Lyon Street,94117,5,Lone Mountain/USF,"(37.77481842292824, -122.44291846759421)"
B162786,8/30/16,10/13/17,15000,FALSE,FALSE,1,2200 Block of Larkin Street,94109,3,Russian Hill,"(37.79837186430758, -122.42049887775205)"
B162789,,9/1/16,20000,FALSE,TRUE,1,700 Block of Rhode Island Street,94107,10,Potrero Hill,"(37.760308806704025, -122.40221044592403)"
B162790,9/1/16,11/7/16,15000,FALSE,TRUE,1,100 Block of Haight Street,94102,5,Hayes Valley,"(37.77279162026703, -122.42462426995877)"
B162792,9/1/16,10/28/16,600,FALSE,FALSE,1,700 Block of Stanyan Street,94117,5,Haight Ashbury,"(37.76778505837422, -122.45319019873878)"
B162793,9/1/16,11/2/16,20000,FALSE,FALSE,1,1500 Block of Balboa Street,94118,1,Outer Richmond,"(37.77666243739915, -122.47535081731719)"
B162796,9/6/16,11/3/16,30000,FALSE,FALSE,2,100 Block of Teddy Avenue,94134,10,Visitacion Valley,"(37.71417880479703, -122.40548654881192)"
B162853,9/7/16,11/18/16,35000,FALSE,TRUE,2,4000 Block of Cabrillo Street,94121,1,Outer Richmond,"(37.773682934327084, -122.50200295728379)"
B162859,9/8/16,11/17/16,40000,FALSE,FALSE,2,2500 Block of Polk Street,94109,2,Russian Hill,"(37.80016760434185, -122.42255083770642)"
B162861,9/9/16,11/17/16,60000,FALSE,TRUE,1,2100 Block of California Street,94115,5,Pacific Heights,"(37.78937488651753, -122.42971720714418)"
B162862,9/9/16,3/2/17,60000,FALSE,FALSE,2,800 Block of Hyde Street,94109,3,Nob Hill,"(37.788652789761905, -122.41685368982021)"
B162864,9/12/16,2/6/17,57400,FALSE,FALSE,3,1600 Block of 24th Avenue,94122,4,Sunset/Parkside,"(37.7567983541019, -122.48209445546141)"
B162919,9/13/16,3/24/17,30000,FALSE,FALSE,1,200 Block of Downey Street,94117,5,Haight Ashbury,"(37.76541825789241, -122.4467836390964)"
B162925,9/15/16,11/23/16,75000,FALSE,FALSE,2,3800 Block of 18th Street,94114,8,Castro/Upper Market,"(37.761277298986506, -122.4294690685057)"
B162927,9/15/16,12/8/16,30000,FALSE,FALSE,8,700 Block of Brazil Avenue,94112,11,Excelsior,"(37.721783293682016, -122.42887648276376)"
B162929,9/16/16,11/21/16,39757.13,FALSE,FALSE,1,400 Block of Linden Street,94102,5,Hayes Valley,"(37.77615350636322, -122.4253771769175)"
B162936,9/16/16,11/8/16,20000,FALSE,FALSE,1,1100 Block of Sanchez Street,94114,8,Noe Valley,"(37.75116202083646, -122.42968657670613)"
B162937,9/19/16,11/18/16,52500,FALSE,FALSE,2,1400 Block of Clement Street,94118,1,Outer Richmond,"(37.78253801053142, -122.47467711582833)"
B162974,9/21/16,12/19/16,27258.69,FALSE,FALSE,2,200 Block of Grand View Avenue,94114,8,Noe Valley,"(37.75371922279237, -122.441407506124)"
B162977,9/21/16,2/16/17,96785,FALSE,TRUE,2,3900 Block of 26th Street,94131,8,Noe Valley,"(37.748483821873776, -122.42823984811396)"
B162978,,9/21/16,19390,FALSE,TRUE,1,1800 Block of Stockton Street,94133,3,North Beach,"(37.80277825466871, -122.40958694210455)"
B162979,,9/21/16,10000,FALSE,FALSE,1,0 Block of College Terrace,94112,8,Bernal Heights,"(37.73459798187442, -122.42616870388866)"
B162980,,9/21/16,10000,FALSE,FALSE,1,0 Block of College Terrace,94112,8,Bernal Heights,"(37.73459798187442, -122.42616870388866)"
B162981,,9/21/16,15000,FALSE,FALSE,1,0 Block of College Terrace,94112,8,Bernal Heights,"(37.73459798187442, -122.42616870388866)"
B163158,9/22/16,11/14/16,10000,FALSE,FALSE,2,2000 Block of Broderick Street,94115,2,Pacific Heights,"(37.789230589566536, -122.44231854302915)"
B163160,9/23/16,1/31/17,49552.5,FALSE,FALSE,1,100 Block of Baker Street,94117,5,Haight Ashbury,"(37.77225469535942, -122.44057235640129)"
B163164,9/26/16,9/26/16,38000,FALSE,FALSE,2,0 Block of Brighton Avenue,94112,11,Oceanview/Merced/Ingleside,"(37.71913618366463, -122.45518400180012)"
B163165,9/26/16,7/19/17,10000,FALSE,TRUE,1,1800 Block of Turk Street,94115,5,Western Addition,"(37.77949496881597, -122.43955699815484)"
B163167,9/26/16,11/21/16,30000,FALSE,FALSE,2,100 Block of Gladeview Way,94131,7,Twin Peaks,"(37.752031784189896, -122.45051172642292)"
B163172,9/27/16,3/24/17,50000,FALSE,TRUE,2,200 Block of Downey Street,94117,5,Haight Ashbury,"(37.76541825789241, -122.4467836390964)"
B163178,9/28/16,4/10/17,85000,FALSE,TRUE,2,100 Block of Haight Street,94102,5,Hayes Valley,"(37.772900089786006, -122.42464616916713)"
B163180,,9/28/16,40000,FALSE,TRUE,4,800 Block of York Street,94110,9,Mission,"(37.75846799657138, -122.40879783771999)"
B163181,9/30/16,12/2/16,10000,FALSE,FALSE,3,700 Block of Rolph Street,94112,11,Excelsior,"(37.71185511621493, -122.43100101899225)"
B163186,10/3/16,1/11/17,12000,FALSE,TRUE,2,300 Block of Buchanan Street,94102,5,Hayes Valley,"(37.772772496985944, -122.42714120197083)"
B163188,10/3/16,3/20/17,75000,FALSE,TRUE,2,100 Block of Wood Street,94118,1,Lone Mountain/USF,"(37.78152103879187, -122.44898765370768)"
B163200,10/6/16,2/16/17,60750,FALSE,FALSE,2,200 Block of Lincoln Way,94122,5,Inner Sunset,"(37.766087774671476, -122.46055272384265)"
B163202,10/6/16,5/16/17,104250,FALSE,FALSE,2,200 Block of Precita Avenue,94110,9,Bernal Heights,"(37.74737475398431, -122.41550187396072)"
B163203,10/6/16,11/21/16,50000,FALSE,FALSE,2,300 Block of Liberty Street,94114,8,Castro/Upper Market,"(37.75732245330302, -122.42905196867623)"
B163282,10/7/16,12/14/16,25000,FALSE,FALSE,1,1500 Block of Sacramento Street,94109,3,Nob Hill,"(37.79186760672734, -122.41841346267168)"
B163285,,10/7/16,39597,FALSE,FALSE,4,400 Block of 14th Avenue,94118,1,Outer Richmond,"(37.77966425257889, -122.47284533062005)"
B163291,,10/12/16,22000,FALSE,TRUE,1,2900 Block of Folsom Street,94110,9,Mission,"(37.75009910518275, -122.41391717162892)"
B163295,10/13/16,2/8/17,35000,FALSE,FALSE,1,600 Block of 32nd Avenue,94121,1,Outer Richmond,"(37.776888209878315, -122.49209625015483)"
B163297,10/14/16,1/4/17,73000,FALSE,TRUE,3,0 Block of Steiner Street,94117,8,Hayes Valley,"(37.76967968447806, -122.4315753716993)"
B163299,10/17/16,2/8/17,65000,FALSE,FALSE,1,2200 Block of Sutter Street,94115,2,Pacific Heights,"(37.785617808192264, -122.43739272483185)"
B163371,,10/18/16,11780,FALSE,TRUE,2,1300 Block of De Haro Street,94107,10,Potrero Hill,"(37.752368962241505, -122.4002895278677)"
B163375,10/20/16,1/20/17,40000,FALSE,TRUE,2,1500 Block of Treat Avenue,94110,9,Bernal Heights,"(37.74569939418657, -122.41236923877251)"
B163376,10/20/16,2/2/17,24320,FALSE,FALSE,2,200 Block of Richland Avenue,94110,9,Bernal Heights,"(37.73590726137046, -122.42165327531018)"
B163379,10/21/16,11/21/16,13701,FALSE,FALSE,2,3800 Block of Irving Street,94122,4,Sunset/Parkside,"(37.762647929823814, -122.49909522045829)"
B163380,10/21/16,1/9/17,12000,FALSE,FALSE,2,100 Block of Burnside Avenue,94131,8,West of Twin Peaks,"(37.7335004313692, -122.4387525055435)"
B163381,10/21/16,12/15/16,1000,FALSE,FALSE,2,100 Block of Burnside Avenue,94131,8,West of Twin Peaks,"(37.7335004313692, -122.4387525055435)"
B163382,10/21/16,1/9/17,77000,FALSE,TRUE,1,200 Block of 19th Avenue,94121,1,Outer Richmond,"(37.783244339669665, -122.47844207791505)"
B163384,10/24/16,12/27/16,11780,FALSE,FALSE,2,100 Block of Eureka Street,94114,8,Castro/Upper Market,"(37.759888327869376, -122.43825785277544)"
B163440,10/24/16,10/27/16,7200,FALSE,FALSE,1,1100 Block of Pine Street,94109,3,Nob Hill,"(37.790388757500274, -122.4149387641115)"
B163445,10/26/16,2/22/17,130000,FALSE,FALSE,1,2800 Block of Folsom Street,94110,9,Mission,"(37.75170866940289, -122.41393694174019)"
B163448,10/27/16,3/17/17,52832.8,FALSE,FALSE,2,700 Block of Clipper Street,94114,8,Noe Valley,"(37.74869651396314, -122.44044923887064)"
B163452,10/28/16,2/27/17,50000,FALSE,FALSE,3,1700 Block of Cabrillo Street,94121,1,Outer Richmond,"(37.77480924485927, -122.47736882066665)"
B163453,10/28/16,5/11/17,27725,FALSE,FALSE,2,1700 Block of Cabrillo Street,94121,1,Outer Richmond,"(37.77480924485927, -122.47736882066665)"
B163454,10/28/16,10/28/16,45000,FALSE,TRUE,2,1100 Block of Church Street,94114,8,Noe Valley,"(37.75287493368835, -122.4274742929035)"
B163456,11/1/16,12/22/16,64633,FALSE,TRUE,1,0 Block of Beulah Street,94117,5,Haight Ashbury,"(37.76753713965601, -122.45089991474825)"
B163457,11/1/16,12/22/16,25000,FALSE,FALSE,2,300 Block of Kensington Way,94127,7,West of Twin Peaks,"(37.74310782864962, -122.46246549987197)"
B163459,10/31/16,12/21/16,35000,FALSE,FALSE,2,400 Block of 22nd Avenue,94121,1,Outer Richmond,"(37.77927170466791, -122.48137908499322)"
B163460,10/31/16,11/7/16,,TRUE,TRUE,1,1000 Block of Florida Street,94110,9,Mission,"(37.75514536122056, -122.41022765882755)"
B163462,11/1/16,10/10/17,82500,FALSE,TRUE,4,1700 Block of Steiner Street,94115,5,Japantown,"(37.785418772971276, -122.43475548523323)"
B163463,11/1/16,7/3/17,56600,FALSE,TRUE,2,1000 Block of Prague Street,94112,11,Excelsior,"(37.710146839874916, -122.4381256648786)"
B163546,11/2/16,4/17/17,88400.35,FALSE,FALSE,2,400 Block of Hoffman Avenue,94114,8,Noe Valley,"(37.75009715360495, -122.44060626027331)"
B163547,11/3/16,2/6/17,45000,FALSE,FALSE,1,3500 Block of Anza Street,94121,1,Outer Richmond,"(37.778038158697086, -122.4861985155419)"
B163549,,11/4/16,132000,FALSE,FALSE,1,200 Block of Lincoln Way,94122,5,Inner Sunset,"(37.766087774671476, -122.46055272384265)"
B163557,11/7/16,11/7/16,40000,FALSE,FALSE,2,1000 Block of Sutter Street,94109,3,Nob Hill,"(37.78812630328942, -122.4176572135176)"
B163558,11/8/16,2/14/17,30000,FALSE,FALSE,2,1000 Block of Natoma Street,94103,6,Mission,"(37.773137785633764, -122.4164569777133)"
B163563,11/14/16,2/22/17,102053,FALSE,FALSE,1,900 Block of Greenwich Street,94133,3,Russian Hill,"(37.80150150676859, -122.41553062736577)"
B163565,11/15/16,1/19/17,7500,FALSE,FALSE,1,2600 Block of Sacramento Street,94115,2,Pacific Heights,"(37.78947120182999, -122.43648505590421)"
B163619,11/16/16,5/9/17,90000,FALSE,FALSE,2,800 Block of South Van Ness Avenue,94110,9,Mission,"(37.759569786145825, -122.41688016206659)"
B163622,11/15/16,4/10/17,115000,FALSE,FALSE,2,100 Block of Alhambra Street,94123,2,Marina,"(37.80203494370049, -122.43883200213246)"
B163625,11/15/16,5/9/17,70000,FALSE,FALSE,1,800 Block of South Van Ness Avenue,94110,9,Mission,"(37.759569786145825, -122.41688016206659)"
B163626,11/15/16,8/2/17,75000,FALSE,FALSE,4,1100 Block of York Street,94110,9,Mission,"(37.75365681868303, -122.40819689695945)"
B163627,11/15/16,8/2/17,128000,FALSE,TRUE,3,1100 Block of York Street,94110,9,Mission,"(37.75365681868303, -122.40819689695945)"
B163630,11/17/16,6/30/17,32000,FALSE,FALSE,6,300 Block of Rolph Street,94112,11,Excelsior,"(37.71316042988817, -122.43563308574412)"
B163631,11/17/16,7/20/17,30000,FALSE,FALSE,4,300 Block of Rolph Street,94112,11,Excelsior,"(37.71316042988817, -122.43563308574412)"
B163634,11/18/16,1/27/17,70000,FALSE,FALSE,2,900 Block of York Street,94110,9,Mission,"(37.75684877590541, -122.4086442411381)"
B163636,11/18/16,1/3/17,40000,FALSE,FALSE,2,3400 Block of 19th Street,94110,9,Mission,"(37.76015736510823, -122.41958524727428)"
B163640,12/29/16,11/21/16,35000,FALSE,TRUE,1,2800 Block of Harrison Street,94110,9,Mission,"(37.75183543208107, -122.41175404762014)"
B163643,11/22/16,6/22/17,52250,FALSE,TRUE,2,500 Block of Wildwood Way,94112,7,West of Twin Peaks,"(37.72752634057592, -122.46134580999292)"
B163646,,11/23/16,3000,FALSE,FALSE,1,0 Block of Glover Street,94109,3,Nob Hill,"(37.79712668725306, -122.41610220019291)"
B163647,11/23/16,4/12/17,42000,FALSE,FALSE,2,1400 Block of Funston Avenue,94122,7,Inner Sunset,"(37.76105831635612, -122.47033070549882)"
B163655,11/28/16,12/20/16,35040,FALSE,FALSE,2,1500 Block of Lyon Street,94115,2,Presidio Heights,"(37.78507413238612, -122.44499393119798)"
B163721,11/29/16,1/24/17,27500,FALSE,TRUE,2,2200 Block of California Street,94115,2,Pacific Heights,"(37.78927410141738, -122.43138479244637)"
B163722,11/30/16,11/21/17,55718.8,FALSE,FALSE,1,1000 Block of Masonic Avenue,94117,5,Haight Ashbury,"(37.77161949319013, -122.44555757423959)"
B163723,11/30/16,2/6/17,63500,FALSE,FALSE,4,1800 Block of Lyon Street,94115,2,Pacific Heights,"(37.787909628656074, -122.44542707282666)"
B163728,12/2/16,7/6/17,47310,FALSE,FALSE,1,0 Block of Sonoma Street,94133,3,North Beach,"(37.80031062821272, -122.4063816562951)"
B163790,12/6/16,4/11/17,35000,FALSE,FALSE,1,0 Block of Lower Terrace,94114,8,Castro/Upper Market,"(37.762935029682, -122.44149699875389)"
B163794,12/7/16,1/25/17,30000,FALSE,FALSE,5,100 Block of Farallones Street,94112,11,Oceanview/Merced/Ingleside,"(37.71401111611438, -122.45754777679693)"
B163795,12/7/16,1/31/17,50000,FALSE,TRUE,1,100 Block of Nueva Avenue,94134,10,Bayview Hunters Point,"(37.712118208366086, -122.39706939527474)"
B163798,12/8/16,3/29/17,20000,FALSE,FALSE,2,600 Block of Ofarrell Street,94109,6,Tenderloin,"(37.78543647979161, -122.41533612916494)"
B163802,12/9/16,5/2/17,20000,FALSE,TRUE,1,600 Block of Spruce Street,94118,2,Presidio Heights,"(37.78287729286783, -122.45347886643872)"
B163803,12/9/16,3/23/17,25000,FALSE,TRUE,2,3900 Block of 18th Street,94114,8,Castro/Upper Market,"(37.76114316824529, -122.4316887894877)"
B163805,12/9/16,5/31/17,26000,FALSE,FALSE,4,200 Block of Chattanooga Street,94114,8,Noe Valley,"(37.75256939521608, -122.42633637271736)"
B163807,12/13/16,8/21/17,41000,FALSE,FALSE,1,1700 Block of La Salle Avenue,94124,10,Bayview Hunters Point,"(37.73802750069142, -122.39149720577332)"
B163852,12/14/16,9/18/17,11000,FALSE,TRUE,1,1700 Block of Broadway Street,94109,2,Pacific Heights,"(37.795475651547186, -122.42588948136782)"
B163876,12/21/16,2/6/17,10000,FALSE,FALSE,2,2200 Block of Bryant Street,94110,9,Mission,"(37.7580152332421, -122.40967265363179)"
B163880,12/22/16,2/27/17,38000,FALSE,TRUE,1,1400 Block of Broadway Street,94109,3,Russian Hill,"(37.796135045967986, -122.42095180679671)"
B163925,12/19/16,11/9/17,12500,FALSE,FALSE,2,1900 Block of Oak Street,94117,5,Haight Ashbury,"(37.77130130318321, -122.45141265982271)"
B163932,12/27/16,6/2/17,29500,FALSE,FALSE,3,500 Block of South Van Ness Avenue,94110,9,Mission,"(37.76437320954438, -122.41747849169744)"
B163933,12/30/16,3/6/17,32000,FALSE,TRUE,3,1200 Block of 9th Avenue,94122,5,Inner Sunset,"(37.76497778591101, -122.46644563790026)"
B170003,,1/4/17,35000,FALSE,TRUE,3,1500 Block of 35th Avenue,94122,4,Sunset/Parkside,"(37.75814650222347, -122.49387464015756)"
B170070,1/11/17,8/21/17,29286,FALSE,FALSE,2,300 Block of Alemany Boulevard,94110,9,Bernal Heights,"(37.734070470274865, -122.41236979666932)"
B170072,1/11/17,4/11/17,80000,FALSE,FALSE,2,1500 Block of Mcallister Street,94115,5,Western Addition,"(37.77784606015006, -122.43752011909308)"
B170078,1/17/17,7/11/17,30000,FALSE,FALSE,3,500 Block of Andover Street,94110,9,Bernal Heights,"(37.73713880307775, -122.41655298169894)"
B170079,1/17/17,4/4/17,36000,FALSE,FALSE,1,1900 Block of Fell Street,94117,5,Lone Mountain/USF,"(37.77252751277513, -122.44997600132842)"
B170130,1/18/17,5/10/17,6000,FALSE,FALSE,1,400 Block of 4th Avenue,94118,1,Inner Richmond,"(37.78015194969259, -122.4620017283244)"
B170155,1/20/17,3/20/17,65000,FALSE,TRUE,2,400 Block of 22nd Avenue,94121,1,Outer Richmond,"(37.77927170466791, -122.48137908499322)"
B170157,1/23/17,3/20/17,38504,FALSE,TRUE,2,2300 Block of Balboa Street,94121,1,Outer Richmond,"(37.77627175029383, -122.48392141476957)"
B170163,1/24/17,4/27/17,29630,FALSE,TRUE,2,300 Block of Lawton Street,94122,7,Inner Sunset,"(37.7584759615909, -122.46646010322289)"
B170168,1/25/17,5/22/17,87936,FALSE,FALSE,1,200 Block of Eureka Street,94114,8,Castro/Upper Market,"(37.7582958475983, -122.43796674933365)"
B170169,1/25/17,5/22/17,87500,FALSE,FALSE,1,200 Block of Eureka Street,94114,8,Castro/Upper Market,"(37.7582958475983, -122.43796674933365)"
B170170,1/27/17,3/30/17,31556.65,FALSE,FALSE,2,600 Block of 4th Avenue,94118,1,Inner Richmond,"(37.77640274575908, -122.46173174507867)"
B170182,1/31/17,8/2/17,85000,FALSE,FALSE,4,100 Block of Beaumont Avenue,94118,1,Lone Mountain/USF,"(37.779518694965425, -122.45476780110351)"
B170183,1/31/17,5/26/17,53000,FALSE,TRUE,1,100 Block of Hoffman Avenue,94114,8,Noe Valley,"(37.75290552800856, -122.44074440258413)"
