,lat.,long.,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip
2010,37.79667,-122.438779,1,nearest_street,2900,Pierce St,San Francisco,CA,San Francisco County,94123
2012,37.791017,-122.409547,1,rooftop,821,Pine St,San Francisco,CA,San Francisco County,94108
2013,37.785182,-122.476273,1,rooftop,150,17th Ave,San Francisco,CA,San Francisco County,94118
2017,37.791097,-122.408913,1,rooftop,710,Powell St,San Francisco,CA,San Francisco County,94108
2018,37.762604,-122.469432,1,rooftop,1370,12th Ave,San Francisco,CA,San Francisco County,94122
2019,37.782977,-122.461445,1,rooftop,211,Clement St,San Francisco,CA,San Francisco County,94118
2020,37.749254,-122.444808,1,nearest_street,1,Crestline Dr,San Francisco,CA,San Francisco County,94131
2021,37.799504,-122.416664,1,rooftop,1059,Union St,San Francisco,CA,San Francisco County,94133
2022,37.800802,-122.420165,1,rooftop,1215,Greenwich St,San Francisco,CA,San Francisco County,94109
2023,37.775184,-122.451291,1,rooftop,2095,Fulton St,San Francisco,CA,San Francisco County,94117
2024,37.795882,-122.416696,1,rooftop,1300,Pacific Ave,San Francisco,CA,San Francisco County,94109
2025,37.787424,-122.421154,1,rooftop,1285,Sutter St,San Francisco,CA,San Francisco County,94109
2031,37.771239,-122.42521,1,rooftop,55,Laguna St,San Francisco,CA,San Francisco County,94102
2032,37.790463,-122.413916,1,nearest_street,1000,Jones St,San Francisco,CA,San Francisco County,94109
2033,37.774467,-122.435979,1,rooftop,1104,Fell St,San Francisco,CA,San Francisco County,94117
2035,37.787996,-122.393597,1,nearest_street,355,Folsom St,San Francisco,CA,San Francisco County,94105
2042,37.788658,-122.426094,1,rooftop,1843,Pine St,San Francisco,CA,San Francisco County,94109
2046,37.788658,-122.426169,1,rooftop,1851,Pine St,San Francisco,CA,San Francisco County,94109
2049,37.7621,-122.3971,1,rooftop,331,Connecticut St,San Francisco,CA,San Francisco County,94107
2051,37.729246,-122.449708,1,rooftop,338,Staples Ave,San Francisco,CA,San Francisco County,94112
2053,37.7917,-122.4186,1,rooftop,1577,Sacramento St,San Francisco,CA,San Francisco County,94109
2055,37.771804,-122.426621,1,rooftop,200,Buchanan St,San Francisco,CA,San Francisco County,94102
2062,37.786715,-122.451777,1,rooftop,3490,California St,San Francisco,CA,San Francisco County,94118
2063,37.797957,-122.413744,1,nearest_street,1700,Taylor St,San Francisco,CA,San Francisco County,94133
2066,37.7509,-122.4153,1,rooftop,3258,25th St,San Francisco,CA,San Francisco County,94110
2068,37.798081,-122.435209,1,rooftop,2180,Filbert St,San Francisco,CA,San Francisco County,94123
2074,37.772721,-122.391183,1,rooftop,1201,4th St,San Francisco,CA,San Francisco County,94158
2076,37.793525,-122.425632,1,rooftop,1823,Jackson St,San Francisco,CA,San Francisco County,94109
2079,37.804664,-122.405954,1,nearest_street,1800,Kearny St,San Francisco,CA,San Francisco County,94133
2080,37.790164,-122.416264,1,rooftop,1240,Pine St,San Francisco,CA,San Francisco County,94109
2088,37.790376,-122.414602,1,rooftop,1140,Pine St,San Francisco,CA,San Francisco County,94109
2089,37.790376,-122.414602,1,rooftop,1140,Pine St,San Francisco,CA,San Francisco County,94109
2095,37.764027,-122.4496,1,nearest_street,100,Grattan St,San Francisco,CA,San Francisco County,94117
2096,37.80547,-122.437272,1,nearest_street,3752,Fillmore St,San Francisco,CA,San Francisco County,94123
2098,37.772434,-122.39726,1,nearest_street,,I 280,San Francisco,CA,San Francisco County,94158
2101,37.781858,-122.462193,1,rooftop,364,4th Ave,San Francisco,CA,San Francisco County,94118
2102,37.786691,-122.44356,1,nearest_street,2900,Pine St,San Francisco,CA,San Francisco County,94115
2103,37.794774,-122.423563,1,rooftop,2107,Van Ness Ave,San Francisco,CA,San Francisco County,94109
2111,37.793852,-122.409541,1,nearest_street,1000,Clay St,San Francisco,CA,San Francisco County,94108
2120,37.75954,-122.462864,1,rooftop,3,Locksley Ave,San Francisco,CA,San Francisco County,94122
2122,37.75954,-122.462864,1,rooftop,3,Locksley Ave,San Francisco,CA,San Francisco County,94122
2125,37.771429,-122.424061,1,rooftop,1834,Market St,San Francisco,CA,San Francisco County,94102
2129,37.78807,-122.425237,1,nearest_street,1600,Gough St,San Francisco,CA,San Francisco County,94109
2132,37.762198,-122.465659,1,rooftop,326,Judah St,San Francisco,CA,San Francisco County,94122
2133,37.786714,-122.463794,1,rooftop,95,5th Ave,San Francisco,CA,San Francisco County,94118
2137,37.798207,-122.406292,1,rooftop,15,Romolo St,San Francisco,CA,San Francisco County,94133
2148,37.774467,-122.391644,1,rooftop,116,Channel,San Francisco,CA,San Francisco County,94158
2150,37.771429,-122.424061,1,rooftop,1834,Market St,San Francisco,CA,San Francisco County,94102
2152,37.746303,-122.429149,1,rooftop,1441,Sanchez St,San Francisco,CA,San Francisco County,94131
2155,37.775517,-122.460661,1,nearest_street,200,Cabrillo St,San Francisco,CA,San Francisco County,94118
2157,37.759501,-122.484365,1,nearest_street,1500,26th Ave,San Francisco,CA,San Francisco County,94122
2158,37.769379,-122.451866,1,nearest_street,1800,Haight St,San Francisco,CA,San Francisco County,94117
2159,37.770959,-122.505627,0.99,rooftop,6900,Fulton St,San Francisco,CA,San Francisco County,94121
2164,37.782258,-122.449368,1,rooftop,2824,Geary Blvd,San Francisco,CA,San Francisco County,94118
2165,37.7354,-122.4571,1,rooftop,118,Cresta Vista Dr,San Francisco,CA,San Francisco County,94127
2169,37.782943,-122.422221,1,rooftop,900,Franklin St,San Francisco,CA,San Francisco County,94109
2170,37.76613,-122.428819,1,nearest_street,2000,15th St,San Francisco,CA,San Francisco County,94114
2172,37.790881,-122.410623,1,nearest_street,900,Pine St,San Francisco,CA,San Francisco County,94108
2176,37.762198,-122.465659,1,rooftop,326,Judah St,San Francisco,CA,San Francisco County,94122
2182,37.759078,-122.4228,1,rooftop,164,Linda St,San Francisco,CA,San Francisco County,94110
2183,37.6247,-122.429,1,nearest_street,,I 280,San Bruno,CA,San Mateo County,94066
2184,37.792709,-122.418504,1,rooftop,1556,Clay St,San Francisco,CA,San Francisco County,94109
2186,37.746535,-122.426933,1,rooftop,1521,Church St,San Francisco,CA,San Francisco County,94131
2187,37.792472,-122.434558,1,nearest_street,2400,Jackson St,San Francisco,CA,San Francisco County,94115
2188,37.7621,-122.3971,1,rooftop,331,Connecticut St,San Francisco,CA,San Francisco County,94107
2189,37.7621,-122.3971,1,rooftop,331,Connecticut St,San Francisco,CA,San Francisco County,94107
2190,37.787137,-122.396691,1,nearest_street,22,Tehama St,San Francisco,CA,San Francisco County,94105
2191,37.791715,-122.434758,1,rooftop,2504,Washington St,San Francisco,CA,San Francisco County,94115
2192,37.775915,-122.421989,1,rooftop,261,Fell St,San Francisco,CA,San Francisco County,94102
2201,37.794679,-122.413083,1,rooftop,1314,Taylor St,San Francisco,CA,San Francisco County,94108
2204,37.794321,-122.413011,1,nearest_street,1300,Taylor St,San Francisco,CA,San Francisco County,94108
2205,37.755529,-122.416011,1,rooftop,3081,22nd St,San Francisco,CA,San Francisco County,94110
2206,37.791982,-122.424207,1,rooftop,1856,Franklin St,San Francisco,CA,San Francisco County,94109
2207,37.734374,-122.411586,1,nearest_street,,I 280,San Francisco,CA,San Francisco County,94110
2209,37.791017,-122.409547,1,rooftop,821,Pine St,San Francisco,CA,San Francisco County,94108
2211,37.783752,-122.447927,1,rooftop,2,Wood St,San Francisco,CA,San Francisco County,94118
2214,37.786928,-122.456875,1,nearest_street,400,Cherry St,San Francisco,CA,San Francisco County,94118
2216,37.803613,-122.409174,1,rooftop,464,Lombard St,San Francisco,CA,San Francisco County,94133
2220,37.629835,-122.493585,1,rooftop,45,Clarendon Rd,Pacifica,CA,San Mateo County,94044
2222,37.791097,-122.408913,1,rooftop,710,Powell St,San Francisco,CA,San Francisco County,94108
2225,37.795316,-122.4267,1,nearest_street,2400,Gough St,San Francisco,CA,San Francisco County,94123
2226,37.774467,-122.435979,1,rooftop,1104,Fell St,San Francisco,CA,San Francisco County,94117
2228,37.756599,-122.507805,1,nearest_street,4200,Lawton St,San Francisco,CA,San Francisco County,94122
2230,37.771239,-122.42521,1,rooftop,55,Laguna St,San Francisco,CA,San Francisco County,94102
2231,37.719,-122.4096,1,rooftop,893,Colby St,San Francisco,CA,San Francisco County,94134
2233,37.792709,-122.418504,1,rooftop,1556,Clay St,San Francisco,CA,San Francisco County,94109
2235,37.798207,-122.406292,1,rooftop,15,Romolo St,San Francisco,CA,San Francisco County,94133
2242,37.78317,-122.422562,1,rooftop,915,Franklin St,San Francisco,CA,San Francisco County,94109
2243,37.791581,-122.420199,1,rooftop,1662,Sacramento St,San Francisco,CA,San Francisco County,94109
2246,37.772065,-122.404452,1,rooftop,875,Brannan St,San Francisco,CA,San Francisco County,94103
2247,37.787397,-122.423416,1,rooftop,1400,Franklin St,San Francisco,CA,San Francisco County,94109
2248,37.787397,-122.423416,1,rooftop,1400,Franklin St,San Francisco,CA,San Francisco County,94109
2249,37.781798,-122.38834,1,nearest_street,2,Townsend St,San Francisco,CA,San Francisco County,94107
2250,37.771841,-122.42702,1,rooftop,203,Buchanan St,San Francisco,CA,San Francisco County,94102
2252,37.790881,-122.410623,1,nearest_street,900,Pine St,San Francisco,CA,San Francisco County,94108
2253,37.750761,-122.477149,1,rooftop,1986,20th Ave,San Francisco,CA,San Francisco County,94116
2255,37.7856,-122.4358,1,rooftop,2161,Sutter St,San Francisco,CA,San Francisco County,94115
2256,37.793347,-122.434734,1,nearest_street,2400,Pacific Ave,San Francisco,CA,San Francisco County,94115
2262,37.789511,-122.41541,1,rooftop,920,Leavenworth St,San Francisco,CA,San Francisco County,94109
2263,37.804917,-122.442132,1,rooftop,3824,Scott St,San Francisco,CA,San Francisco County,94123
2268,37.77044,-122.426683,1,rooftop,78,Buchanan St,San Francisco,CA,San Francisco County,94102
2270,37.794679,-122.413083,1,rooftop,1314,Taylor St,San Francisco,CA,San Francisco County,94108
2276,37.791017,-122.409547,1,rooftop,821,Pine St,San Francisco,CA,San Francisco County,94108
2278,37.76404,-122.435955,1,rooftop,3721,16th St,San Francisco,CA,San Francisco County,94114
2279,37.782652,-122.470846,1,nearest_street,1100,Clement St,San Francisco,CA,San Francisco County,94118
2284,37.7195,-122.4411,1,rooftop,20,Junior Ter,San Francisco,CA,San Francisco County,94112
2287,37.7593,-122.4836,1,rooftop,2115,Kirkham St,San Francisco,CA,San Francisco County,94122
2289,37.7195,-122.4411,1,rooftop,20,Junior Ter,San Francisco,CA,San Francisco County,94112
2292,37.772931,-122.389717,1,nearest_street,1300,3rd St,San Francisco,CA,San Francisco County,94158
2296,37.729246,-122.449708,1,rooftop,338,Staples Ave,San Francisco,CA,San Francisco County,94112
2297,37.7725,-122.4147,1,rooftop,245,11th St,San Francisco,CA,San Francisco County,94103
2301,37.0313,-122.1198,0.32,nearest_place,,,Santa Cruz,CA,Santa Cruz County,95060
2302,37.8071,-122.2851,1,rooftop,1109,Linden St,Oakland,CA,Alameda County,94607
2303,37.4443,-122.1497,1,rooftop,1143,Webster St,Palo Alto,CA,Santa Clara County,94301
2304,37.318,-122.0449,0.99,rooftop,21250,Stevens Creek Blvd,Cupertino,CA,Santa Clara County,95014
2305,37.8664,-122.257,1,rooftop,2538,Channing Way,Berkeley,CA,Alameda County,94704
2308,37.0597,-122.0152,1,rooftop,581,Hacienda Dr,Scotts Valley,CA,Santa Cruz County,95066
2309,37.6004,-122.402,1,rooftop,498,Lincoln Cir,Millbrae,CA,San Mateo County,94030
2310,37.1353,-121.6501,0.99,rooftop,17631,Calle Mazatan,Morgan Hill,CA,Santa Clara County,95037
2311,30.1582,-92.0236,1,rooftop,2003,Verot School Rd,Lafayette,LA,Lafayette Parish,70508
2313,37.843953,-122.294186,1,rooftop,1605,64th St,Emeryville,CA,Alameda County,94608
2314,36.96363,-122.056784,1,rooftop,376,Western Dr,Santa Cruz,CA,Santa Cruz County,95060
2315,37.0313,-122.1198,0.32,nearest_place,,,Santa Cruz,CA,Santa Cruz County,95060
2316,38.4534,-122.6878,1,rooftop,125,Alice St,Santa Rosa,CA,Sonoma County,95409
2317,37.4815,-122.2091,1,rooftop,2643,2643a Fair Oaks Ave,Redwood City,CA,San Mateo County,94063
2318,37.8784,-122.2655,1,rooftop,1611,Spruce St,Berkeley,CA,Alameda County,94709
2319,37.0139,-121.5773,1,rooftop,300,Gurries Dr,Gilroy,CA,Santa Clara County,95020
2320,37.4443,-122.1497,1,rooftop,1143,Webster St,Palo Alto,CA,Santa Clara County,94301
2321,37.5368,-122.032,1,rooftop,36961,Newark Bl,Newark,CA,Alameda County,94560
2322,37.978371,-121.321163,1,rooftop,1455,Telegraph Ave,Stockton,CA,San Joaquin County,95204
2323,38.122375,-121.262777,1,rooftop,929,S Garfield St,Lodi,CA,San Joaquin County,95240
2324,37.986977,-121.319239,1,rooftop,1108,Rose Marie Ln,Stockton,CA,San Joaquin County,95207
2325,37.986977,-121.319239,1,rooftop,1108,Rose Marie Ln,Stockton,CA,San Joaquin County,95207
2326,37.986977,-121.319239,1,rooftop,1108,Rose Marie Ln,Stockton,CA,San Joaquin County,95207
2327,37.986977,-121.319239,1,rooftop,1108,Rose Marie Ln,Stockton,CA,San Joaquin County,95207
2328,38.122375,-121.262777,1,rooftop,929,S Garfield St,Lodi,CA,San Joaquin County,95240
2332,38.122375,-121.262777,1,rooftop,929,S Garfield St,Lodi,CA,San Joaquin County,95240
2335,37.957582,-121.297978,1,rooftop,404,W Oak St,Stockton,CA,San Joaquin County,95203
2338,38.013651,-121.293322,1,rooftop,6427,Welch Ave,Stockton,CA,San Joaquin County,95210
2340,38.122375,-121.262777,1,rooftop,929,S Garfield St,Lodi,CA,San Joaquin County,95240
2341,38.013651,-121.293322,1,rooftop,6427,Welch Ave,Stockton,CA,San Joaquin County,95210
2344,37.650783,-120.969108,1,rooftop,1637,Seven Fls,Modesto,CA,Stanislaus County,95355
2345,37.650783,-120.969108,1,rooftop,1637,Seven Fls,Modesto,CA,Stanislaus County,95355
2346,37.650783,-120.969108,1,rooftop,1637,Seven Fls,Modesto,CA,Stanislaus County,95355
2347,37.650783,-120.969108,1,rooftop,1637,Seven Fls,Modesto,CA,Stanislaus County,95355
2348,37.529724,-120.854403,1,nearest_street,4000,Patchwork Ct,Turlock,CA,Stanislaus County,95382
2349,37.6746,-121.0113,1,rooftop,1222,Bowen Ave,Modesto,CA,Stanislaus County,95350
2350,38.5498,-121.4583,1,rooftop,2760,42nd St,Sacramento,CA,Sacramento County,95817
2351,38.5347,-121.4451,1,rooftop,4335,52nd St,Sacramento,CA,Sacramento County,95820
2352,38.578155,-121.467095,1,rooftop,531,28th St,Sacramento,CA,Sacramento County,95816
2353,38.668236,-121.327262,1,rooftop,5601,Manzanita Ave,Carmichael,CA,Sacramento County,95608
2354,38.59998,-121.41972,1,rooftop,2000,Wyda Way,Sacramento,CA,Sacramento County,95825
2355,38.5662,-121.3286,1,rooftop,9821,Heartwood Way,Sacramento,CA,Sacramento County,95827
2356,38.678337,-121.275983,1,nearest_street,6200,Birdcage St,Citrus Heights,CA,Sacramento County,95610
2357,38.668236,-121.327262,1,rooftop,5601,Manzanita Ave,Carmichael,CA,Sacramento County,95608
2358,38.496154,-121.372262,1,nearest_street,8900,Florin Rd,Sacramento,CA,Sacramento County,95829
2362,38.732151,-121.277061,1,rooftop,950,Madden Ln,Roseville,CA,Placer County,95661
2363,38.702441,-121.271795,1,rooftop,7508,Sunrise Blvd,Citrus Heights,CA,Sacramento County,95610
2364,38.6554,-121.2611,1,rooftop,4853,Tommar Dr,Fair Oaks,CA,Sacramento County,95628
2365,38.644761,-121.267896,1,rooftop,10500,Fair Oaks Blvd,Fair Oaks,CA,Sacramento County,95628
2370,38.496061,-121.431492,1,nearest_street,7200,Fawn Way,Sacramento,CA,Sacramento County,95823
2371,38.599529,-121.419955,1,rooftop,1900,Middleberry Rd,Sacramento,CA,Sacramento County,95815
2372,38.667009,-121.342947,1,nearest_street,5500,Foothill Garden Ct,Sacramento,CA,Sacramento County,95841
2374,38.5892,-121.4057,1,rooftop,1305,Gannon Dr,Sacramento,CA,Sacramento County,95825
2376,38.6554,-121.2611,1,rooftop,4853,Tommar Dr,Fair Oaks,CA,Sacramento County,95628
2378,38.7159,-121.3648,1,rooftop,8344,Deer Spring Cir,Antelope,CA,Sacramento County,95843
2379,38.523408,-121.458642,1,rooftop,4149,Apostolo Cir,Sacramento,CA,Sacramento County,95824
2382,38.6627,-121.3406,0.99,rooftop,5300,Laurel Hills Dr,Sacramento,CA,Sacramento County,95841
2385,38.496061,-121.431492,1,nearest_street,7200,Fawn Way,Sacramento,CA,Sacramento County,95823
2387,38.678337,-121.275983,1,nearest_street,6200,Birdcage St,Citrus Heights,CA,Sacramento County,95610
2388,38.578547,-121.473136,1,nearest_street,2400,G St,Sacramento,CA,Sacramento County,95816
2389,38.5538,-121.7418,1,rooftop,803,10th St,Davis,CA,Yolo County,95616
2391,38.55849,-121.49668,1,nearest_street,2700,14th St,Sacramento,CA,Sacramento County,95818
2392,38.578926,-121.469983,1,nearest_street,2600,F St,Sacramento,CA,Sacramento County,95816
2393,38.57857,-121.468649,1,nearest_street,2700,F St,Sacramento,CA,Sacramento County,95816
2395,38.624423,-121.436906,1,rooftop,3120,Callecita St,Sacramento,CA,Sacramento County,95815
2396,38.57486,-121.303779,1,nearest_street,10401,Rockingham Dr,Rancho Cordova,CA,Sacramento County,95670
2397,38.595776,-121.405685,1,rooftop,2410,Arden Way,Sacramento,CA,Sacramento County,95825
2400,38.6627,-121.3406,0.99,rooftop,5300,Laurel Hills Dr,Sacramento,CA,Sacramento County,95841
2403,38.6284,-121.3287,1,rooftop,6945,Fair Oaks Blvd,Carmichael,CA,Sacramento County,95608
2404,38.6284,-121.3287,1,rooftop,6945,Fair Oaks Blvd,Carmichael,CA,Sacramento County,95608
2405,38.6627,-121.3406,0.99,rooftop,5300,Laurel Hills Dr,Sacramento,CA,Sacramento County,95841
2406,38.614302,-121.286552,1,rooftop,10730,Coloma Rd,Rancho Cordova,CA,Sacramento County,95670
2407,38.668236,-121.327262,1,rooftop,5601,Manzanita Ave,Carmichael,CA,Sacramento County,95608
2408,38.591766,-121.296373,1,rooftop,2897,Mills Park Dr,Rancho Cordova,CA,Sacramento County,95670
2409,38.5347,-121.4451,1,rooftop,4335,52nd St,Sacramento,CA,Sacramento County,95820
2410,38.585203,-121.314253,1,rooftop,2807,La Loma Dr,Rancho Cordova,CA,Sacramento County,95670
2413,37.303423,-120.459631,1,rooftop,2560,Midge Ave,Merced,CA,Merced County,95340
2425,37.351037,-121.99317,1,rooftop,1473,Merrill Pl,Santa Clara,CA,Santa Clara County,95051
2426,41.3897,-81.7351,1,rooftop,6402,Ridge Rd,Cleveland,OH,Cuyahoga County,44129
2427,37.4056,-122.0775,1,rooftop,905,W Middlefield Rd,Mountain View,CA,Santa Clara County,94043
2428,37.9156,-122.2985,1,rooftop,7427,Moeser Ln,El Cerrito,CA,Contra Costa County,94530
2434,38.0377,-121.3445,1,rooftop,9526,Chapel Hill Ct,Stockton,CA,San Joaquin County,95209
2435,37.9743,-121.3154,1,rooftop,1204,W Mendocino Ave,Stockton,CA,San Joaquin County,95204
2436,37.914091,-121.421363,1,nearest_place,,,Stockton,CA,San Joaquin County,95206
2437,37.9743,-121.3154,1,rooftop,1204,W Mendocino Ave,Stockton,CA,San Joaquin County,95204
2438,38.0024,-121.3238,1,rooftop,5929,Fern St,Stockton,CA,San Joaquin County,95207
2439,37.993594,-121.304445,1,nearest_street,26,E Jamestown St,Stockton,CA,San Joaquin County,95207
2440,37.991861,-121.301572,1,rooftop,108,E Bianchi Rd,Stockton,CA,San Joaquin County,95207
2441,37.940173,-121.284485,1,rooftop,211,E Clay St,Stockton,CA,San Joaquin County,95206
2442,37.914091,-121.421363,1,nearest_place,,,Stockton,CA,San Joaquin County,95206
2443,37.958,-121.2876,1,rooftop,302,E Fremont St,Stockton,CA,San Joaquin County,95202
2445,36.595106,-121.879396,1,nearest_street,700,Ocean Ave,Monterey,CA,Monterey County,93940
2446,36.588793,-121.888676,1,rooftop,980,Fremont St,Monterey,CA,Monterey County,93940
2448,34.2625,-118.427,1,rooftop,13484,W Van Nuys Blvd,Pacoima,CA,Los Angeles County,91331
2449,37.5833,-120.9496,1,rooftop,3724,Collins Rd,Ceres,CA,Stanislaus County,95307
2450,37.7741,-120.8377,1,rooftop,1300,D St,Oakdale,CA,Stanislaus County,95361
2451,37.521893,-120.86264,1,nearest_street,1198,W Monte Vista Ave,Turlock,CA,Stanislaus County,95382
2452,37.504459,-120.837547,1,rooftop,975,Wayside Dr,Turlock,CA,Stanislaus County,95380
2453,37.7298,-120.942,1,rooftop,2960,Rocky Ln,Riverbank,CA,Stanislaus County,95367
2454,37.500295,-120.864377,1,rooftop,1400,Canal Dr,Turlock,CA,Stanislaus County,95380
2455,37.502424,-120.847704,1,rooftop,96,Starr Ave,Turlock,CA,Stanislaus County,95380
2456,33.9208,-117.4589,1,rooftop,10000,County Farm Rd,Riverside,CA,Riverside County,92503
2457,37.682566,-121.022289,1,rooftop,3016,Carver Rd,Modesto,CA,Stanislaus County,95350
2458,37.675227,-120.97327,1,rooftop,1324,Ensenada Dr,Modesto,CA,Stanislaus County,95355
2459,37.672068,-120.961919,1,rooftop,2022,Celeste Dr,Modesto,CA,Stanislaus County,95355
2460,37.766983,-120.842712,1,nearest_street,700,E G St,Oakdale,CA,Stanislaus County,95361
2461,37.667264,-120.989552,1,rooftop,305,E Granger Ave,Modesto,CA,Stanislaus County,95350
2462,37.521865,-120.839875,1,rooftop,800,E Monte Vista Ave,Turlock,CA,Stanislaus County,95382
2463,37.992909,-121.299512,1,rooftop,4477,Cotton Ct,Stockton,CA,San Joaquin County,95207
2464,37.646941,-120.991429,1,nearest_street,208,Johnson St,Modesto,CA,Stanislaus County,95354
2465,37.6409,-120.9749,1,rooftop,1217,La Loma Ave,Modesto,CA,Stanislaus County,95354
2466,37.529244,-120.860901,1,rooftop,1072,Kirksey Dr,Turlock,CA,Stanislaus County,95382
2475,38.8071,-121.1698,1,rooftop,7680,Wayland Rd,Loomis,CA,Placer County,95650
2476,38.5816,-121.4944,1,rooftop,828,I St,Sacramento,CA,Sacramento County,95814
2477,38.513733,-121.435336,0.99,rooftop,6025,Dias Ave,Sacramento,CA,Sacramento County,95824
2478,38.624272,-121.446156,1,nearest_street,900,Arcade Blvd,Sacramento,CA,Sacramento County,95815
2479,38.6383,-121.5072,1,rooftop,3711,Truxel Rd,Sacramento,CA,Sacramento County,95834
2480,38.5762,-121.488,1,rooftop,1431,L St,Sacramento,CA,Sacramento County,95814
2481,38.611523,-121.420774,1,rooftop,1945,El Camino Ave,Sacramento,CA,Sacramento County,95815
2482,32.636997,-115.44837,0,,,,,,,
2483,38.542514,-121.372211,1,rooftop,8925,Canberra Dr,Sacramento,CA,Sacramento County,95826
2487,38.261202,-122.038432,1,rooftop,1725,Sycamore Dr,Fairfield,CA,Solano County,94533
2488,38.739299,-121.294547,1,rooftop,211,D St,Roseville,CA,Placer County,95678
2489,38.5462,-121.6676,0.5,nearest_place,,,El Macero,CA,Yolo County,95618
2490,38.5498,-121.4583,1,rooftop,2760,42nd St,Sacramento,CA,Sacramento County,95817
2491,38.625942,-121.458223,1,rooftop,3250,Bozeman St,Sacramento,CA,Sacramento County,95838
2492,38.5816,-121.4944,1,rooftop,828,I St,Sacramento,CA,Sacramento County,95814
2493,38.6383,-121.5072,1,rooftop,3711,Truxel Rd,Sacramento,CA,Sacramento County,95834
2494,38.708031,-121.271785,1,rooftop,7807,Sunrise Blvd,Citrus Heights,CA,Sacramento County,95610
2495,41.7817,-124.1332,0.11,nearest_place,,,Crescent City,CA,Del Norte County,95531
2496,38.636605,-121.440152,1,rooftop,1141,Grand Ave,Sacramento,CA,Sacramento County,95838
2497,38.5816,-121.4944,1,rooftop,828,I St,Sacramento,CA,Sacramento County,95814
2498,38.596,-121.3978,1,rooftop,2810,Arden Way,Sacramento,CA,Sacramento County,95825
2499,38.6865,-121.3494,1,rooftop,4944,Andrea Blvd,Sacramento,CA,Sacramento County,95842
2502,38.6383,-121.5072,1,rooftop,3711,Truxel Rd,Sacramento,CA,Sacramento County,95834
2503,38.523697,-121.457916,1,nearest_street,4220,Apostolo Cir,Sacramento,CA,Sacramento County,95824
2504,38.4797,-121.4438,1,rooftop,5000,Tangerine Ave,Sacramento,CA,Sacramento County,95823
2505,38.614335,-121.286573,1,rooftop,10780,Coloma Rd,Rancho Cordova,CA,Sacramento County,95670
2506,38.691376,-121.79181,1,rooftop,186,Muir St,Woodland,CA,Yolo County,95695
2507,38.6709,-121.1529,1,rooftop,430,Blue Ravine Rd,Folsom,CA,Sacramento County,95630
2508,39.156192,-121.633927,1,rooftop,1275,Melton Dr,Yuba City,CA,Sutter County,95991
2509,38.6865,-121.3494,1,rooftop,4944,Andrea Blvd,Sacramento,CA,Sacramento County,95842
2510,38.4826,-121.4006,0.99,rooftop,8285,Gerber Rd,Sacramento,CA,Sacramento County,95828
2511,38.6865,-121.3494,1,rooftop,4944,Andrea Blvd,Sacramento,CA,Sacramento County,95842
2512,38.5538,-121.7418,1,rooftop,803,10th St,Davis,CA,Yolo County,95616
2513,38.474254,-121.436875,1,nearest_street,7800,Center Pkwy,Sacramento,CA,Sacramento County,95823
2514,38.620224,-121.407509,1,rooftop,3000,Yellowstone Ln,Sacramento,CA,Sacramento County,95821
2515,38.6865,-121.3494,1,rooftop,4944,Andrea Blvd,Sacramento,CA,Sacramento County,95842
2516,38.4797,-121.4438,1,rooftop,5000,Tangerine Ave,Sacramento,CA,Sacramento County,95823
2517,38.5568,-121.4929,1,rooftop,2717,17th St,Sacramento,CA,Sacramento County,95818
2518,38.510538,-121.491534,1,nearest_street,6430,Romack Cir,Sacramento,CA,Sacramento County,95822
2520,37.337869,-120.58435,1,rooftop,701,Green Sands Ave,Atwater,CA,Merced County,95301
2521,37.304627,-120.458892,1,nearest_street,1198,E 27th St,Merced,CA,Merced County,95340
2522,37.290367,-120.453391,1,rooftop,1530,Ellen Ct,Merced,CA,Merced County,95340
2523,37.323392,-120.49189,1,nearest_street,1340,Loughborough Dr,Merced,CA,Merced County,95348
2524,37.3489,-120.6028,1,rooftop,798,Grove Ave,Atwater,CA,Merced County,95301
2525,37.2983,-120.4649,1,rooftop,690,E 20th St,Merced,CA,Merced County,95340
2526,37.360461,-120.597936,1,nearest_street,500,Bellevue Rd,Atwater,CA,Merced County,95301
2527,37.323428,-120.486924,1,nearest_street,1100,Loughborough Dr,Merced,CA,Merced County,95348
2528,37.323428,-120.486924,1,nearest_street,1100,Loughborough Dr,Merced,CA,Merced County,95348
2529,37.323405,-120.490311,1,nearest_street,3298,Meadows Ave,Merced,CA,Merced County,95348
2530,37.324697,-120.48691,1,rooftop,3326,R St,Merced,CA,Merced County,95348
2531,37.5239,-120.8517,0.96,nearest_street,298,W Monte Vista Ave,Turlock,CA,Stanislaus County,95382
2532,37.3489,-120.6028,1,rooftop,798,Grove Ave,Atwater,CA,Merced County,95301
2533,37.061983,-120.841496,1,nearest_street,599,9th St,Los Banos,CA,Merced County,93635
2567,37.755176,-122.38791,1,rooftop,747,23rd St,San Francisco,CA,San Francisco County,94107
2568,37.755295,-122.387888,1,rooftop,747,23rd St,San Francisco,CA,San Francisco County,94107
2571,37.755879,-122.388061,1,rooftop,2660,3rd St,San Francisco,CA,San Francisco County,94107
2572,37.755879,-122.388061,1,rooftop,2660,3rd St,San Francisco,CA,San Francisco County,94107
2573,37.783838,-122.444674,1,rooftop,2596,Post St,San Francisco,CA,San Francisco County,94115
2574,37.785325,-122.416662,1,rooftop,725,Ofarrell St,San Francisco,CA,San Francisco County,94109
