,lat.,long.,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source,"Unified School District Name","Unified School District LEA code","Unified School District Grade Low","Unified School District Grade High","Elementary School District Name","Elementary School District LEA code","Elementary School District Grade Low","Elementary School District Grade High","Secondary School District Name","Secondary School District LEA code","Secondary School District Grade Low","Secondary School District Grade High"
1841,37.444966,-122.153614,37.445049,-122.153676,1,rooftop,911,"Cowper St","Palo Alto",CA,"Santa Clara County",94301,US,"Santa Clara County","Palo Alto Unified School District",0629610,KG,12,"See unified",,,,"See unified",,,
1844,37.974784,-121.775508,37.974775,-121.77552,1,rooftop,4458,"Buckeye Way",Antioch,CA,"Contra Costa County",94531,US,"Contra Costa County","Antioch Unified School District",0602850,KG,12,"See unified",,,,"See unified",,,
1845,37.789641,-122.22614,37.78965,-122.226265,1,rooftop,2425,"25th Ave",Oakland,CA,"Alameda County",94601,US,"Alameda County","Oakland Unified School District",0628050,KG,12,"See unified",,,,"See unified",,,
1846,37.8084,-122.280235,37.808423,-122.28035,1,rooftop,1416,"Market St",Oakland,CA,"Alameda County",94607,US,"Alameda County","Oakland Unified School District",0628050,KG,12,"See unified",,,,"See unified",,,
1849,37.319542,-122.01427,37.319355,-122.014229,1,rooftop,10251,"Miller Ave",Cupertino,CA,"Santa Clara County",95014,US,"Santa Clara County","See elementary/secondary",,,,"Cupertino Union Elementary School District",0610290,KG,08,"Fremont Union High School District",0614430,09,12
1852,37.570096,-122.317496,37.569916,-122.31734,1,rooftop,226,"S Humboldt St","San Mateo",CA,"San Mateo County",94401,US,"San Mateo County","See elementary/secondary",,,,"San Mateo-Foster City Elementary School District",0634920,KG,08,"San Mateo Union High School District",0634980,09,12
1854,37.838765,-122.264337,37.838766,-122.263996,1,rooftop,5308,"Shattuck Ave",Oakland,CA,"Alameda County",94609,US,"Alameda County","Oakland Unified School District",0628050,KG,12,"See unified",,,,"See unified",,,
1857,37.836446,-122.270076,37.836558,-122.27007,1,rooftop,825,"52nd St",Emeryville,CA,"Alameda County",94608,US,"Alameda County","Oakland Unified School District",0628050,KG,12,"See unified",,,,"See unified",,,
1860,37.815706,-122.214954,37.81572,-122.215047,1,rooftop,83,"Selborne Dr",Oakland,CA,"Alameda County",94611,US,"Alameda County","Oakland Unified School District",0628050,KG,12,"See unified",,,,"See unified",,,
1861,37.956981,-122.547286,37.956817,-122.547303,1,rooftop,14,"Maple Ave",Greenbrae,CA,"Marin County",94904,US,"Marin County","See elementary/secondary",,,,"Kentfield Elementary School District",0619380,KG,08,"Tamalpais Union High School District",0638790,09,12
1862,38.050916,-121.387424,38.051017,-121.387484,1,rooftop,5727,"Melones Way",Stockton,CA,"San Joaquin County",95219,US,"San Joaquin County","Lodi Unified School District",0622230,KG,12,"See unified",,,,"See unified",,,
1864,37.78084,-121.546018,37.781027,-121.54596,1,rooftop,195,"W Charlene Ct",Tracy,CA,"San Joaquin County",95391,US,"San Joaquin County","Lammersville Joint Unified School District",0601410,KG,12,"See unified",,,,"See unified",,,
1865,38.655299,-121.378278,38.655312,-121.378511,1,rooftop,3643,"Bellinger Ct","North Highlands",CA,"Sacramento County",95660,US,"Secramento County","Twin Rivers Unified School District",0601332,KG,12,"See unified",,,,"See unified",,,
1866,38.552651,-121.736599,38.552529,-121.736494,1,rooftop,800,"K St",Davis,CA,"Yolo County",95616,US,"Yolo County","Davis Joint Unified School District",0610620,KG,12,"See unified",,,,"See unified",,,
1867,38.5816,-121.4944,38.581668,-121.495085,1,rooftop,828,"I St",Sacramento,CA,"Sacramento County",95814,US,"Secramento County","Sacramento City Unified School District",0633840,KG,12,"See unified",,,,"See unified",,,
1868,38.6626,-121.4834,38.662437,-121.483675,1,rooftop,5111,"Carey Rd",Sacramento,CA,"Sacramento County",95835,US,"Secramento County","See elementary/secondary",,,,"Robla Elementary School District",0633240,KG,06,"Twin Rivers Unified School District in Robla",0606004,07,12
1869,38.4243,-121.437,38.424311,-121.437159,1,rooftop,8905,"Laguna Springs Way","Elk Grove",CA,"Sacramento County",95758,US,"Secramento County","Elk Grove Unified School District",0612330,KG,12,"See unified",,,,"See unified",,,
1872,38.553253,-121.388849,38.553217,-121.388913,1,rooftop,8515,"Cliffwood Way",Sacramento,CA,"Sacramento County",95826,US,"Secramento County","Sacramento City Unified School District",0633840,KG,12,"See unified",,,,"See unified",,,
1873,38.436212,-121.386074,38.436211,-121.386074,1,nearest_street,8838,"Staplehurst Way","Elk Grove",CA,"Sacramento County",95624,US,"TIGER/Line® dataset from the US Census Bureau","Elk Grove Unified School District",0612330,KG,12,"See unified",,,,"See unified",,,
1874,38.5816,-121.4944,38.581668,-121.495085,1,rooftop,828,"I St",Sacramento,CA,"Sacramento County",95814,US,"Secramento County","Sacramento City Unified School District",0633840,KG,12,"See unified",,,,"See unified",,,
1875,38.7703,-121.3372,38.77034,-121.337172,1,rooftop,1521,"Michener Dr",Roseville,CA,"Placer County",95747,US,"City of Roseville","See elementary/secondary",,,,"Dry Creek Joint Elementary School District",0611490,KG,08,"Roseville Joint Union High School District",0633630,09,12
1876,38.655299,-121.378278,38.655312,-121.378511,1,rooftop,3643,"Bellinger Ct","North Highlands",CA,"Sacramento County",95660,US,"Secramento County","Twin Rivers Unified School District",0601332,KG,12,"See unified",,,,"See unified",,,
1877,38.6157,-121.5053,38.615502,-121.505122,1,rooftop,2788,"Azevedo Dr",Sacramento,CA,"Sacramento County",95833,US,"Secramento County","Natomas Unified School District",0600036,KG,12,"See unified",,,,"See unified",,,
1878,38.772438,-121.371889,38.772486,-121.371854,1,rooftop,1080,"Rothbury Ln",Roseville,CA,"Placer County",95747,US,"City of Roseville","See elementary/secondary",,,,"Roseville City Elementary School District",0633600,KG,08,"Roseville Joint Union High School District",0633630,09,12
1879,37.2308,-120.5144,37.2308,-120.5144,0.07,nearest_place,,,Merced,CA,"Merced County",95340,US,"TIGER/Line® dataset from the US Census Bureau","See elementary/secondary",,,,"McSwain Union Elementary School District",0624360,KG,08,"Merced Union High School District",0624660,09,12
1880,37.2983,-120.4649,37.298067,-120.464961,1,rooftop,690,"E 20th St",Merced,CA,"Merced County",95340,US,"Merced County","See elementary/secondary",,,,"Merced City Elementary School District",0624600,KG,08,"Merced Union High School District",0624660,09,12
1881,37.3302,-120.508,37.331731,-120.504539,0.95,nearest_street,3500,"Snelling Hwy",Merced,CA,"Merced County",95348,US,"TIGER/Line® dataset from the US Census Bureau","See elementary/secondary",,,,"Merced City Elementary School District",0624600,KG,08,"Merced Union High School District",0624660,09,12
1898,37.869116,-122.291751,37.868944,-122.291626,1,rooftop,1106,"University Ave",Berkeley,CA,"Alameda County",94702,US,"Alameda County","Berkeley Unified School District",0604740,KG,12,"See unified",,,,"See unified",,,
1900,37.869116,-122.291751,37.868944,-122.291626,1,rooftop,1106,"University Ave",Berkeley,CA,"Alameda County",94702,US,"Alameda County","Berkeley Unified School District",0604740,KG,12,"See unified",,,,"See unified",,,
1901,37.4676,-120.2793,37.4676,-120.2793,0.1,nearest_place,,,"Merced Falls",CA,"Mariposa County",95369,US,"TIGER/Line® dataset from the US Census Bureau","Mariposa County Unified School District",0623940,KG,12,"See unified",,,,"See unified",,,
1902,37.160607,-121.697885,37.160652,-121.698196,1,rooftop,10735,"Hale Ave","Morgan Hill",CA,"Santa Clara County",95037,US,"Santa Clara County","Morgan Hill Unified School District",0625830,KG,12,"See unified",,,,"See unified",,,
1903,37.8601,-122.4946,37.85982,-122.494778,1,rooftop,103,"Woodward Ave",Sausalito,CA,"Marin County",94965,US,"Marin County","See elementary/secondary",,,,"Sausalito Elementary School District",0636000,KG,08,"Tamalpais Union High School District",0638790,09,12
1904,38.237502,-122.64434,38.23756,-122.644302,1,rooftop,320,"Keller St",Petaluma,CA,"Sonoma County",94952,US,"Sonoma County","See elementary/secondary",,,,"Petaluma City Elementary School District",0630230,KG,06,"Petaluma Joint Union High School District",0630250,07,12
1906,37.7695,-121.5397,37.769479,-121.539615,1,rooftop,716,"Samantha St",Tracy,CA,"San Joaquin County",95391,US,"San Joaquin County","Lammersville Joint Unified School District",0601410,KG,12,"See unified",,,,"See unified",,,
1913,38.5091,-121.4935,38.509113,-121.492066,0.99,rooftop,6512,"Golf View Dr",Sacramento,CA,"Sacramento County",95822,US,"Secramento County","Sacramento City Unified School District",0633840,KG,12,"See unified",,,,"See unified",,,
1914,38.626576,-121.436895,38.626576,-121.436895,1,nearest_street,1300,"Arcade Blvd",Sacramento,CA,"Sacramento County",95815,US,"TIGER/Line® dataset from the US Census Bureau","Twin Rivers Unified School District",0601332,KG,12,"See unified",,,,"See unified",,,
1915,37.331474,-120.494011,37.331254,-120.493916,1,rooftop,1266,"Esplanade Dr",Merced,CA,"Merced County",95348,US,"Merced County","See elementary/secondary",,,,"Merced City Elementary School District",0624600,KG,08,"Merced Union High School District",0624660,09,12
1926,37.759651,-122.402475,37.759532,-122.40238,1,rooftop,2105,"20th St","San Francisco",CA,"San Francisco County",94107,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1927,37.790271,-122.415422,37.790066,-122.415335,1,rooftop,946,"Leavenworth St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1933,37.786749,-122.414853,37.78677,-122.414618,1,rooftop,696,"Geary St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1934,37.786749,-122.414853,37.78677,-122.414618,1,rooftop,696,"Geary St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1935,37.7441,-122.4863,37.744155,-122.486213,1,rooftop,2310,"29th Ave","San Francisco",CA,"San Francisco County",94116,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1937,37.795153,-122.418231,37.795102,-122.418474,1,rooftop,1551,"Hyde St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1940,37.710365,-122.390888,37.710364,-122.390888,1,nearest_street,298,"Executive Park Blvd","San Francisco",CA,"San Francisco County",94134,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1941,37.773545,-122.408789,37.773724,-122.408879,1,rooftop,1200,"Harrison St","San Francisco",CA,"San Francisco County",94103,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1944,37.710365,-122.390888,37.710364,-122.390888,1,nearest_street,298,"Executive Park Blvd","San Francisco",CA,"San Francisco County",94134,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1946,37.781665,-122.401614,37.7818,-122.40184,1,rooftop,816,"Folsom St","San Francisco",CA,"San Francisco County",94103,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1950,37.731668,-122.445489,37.731835,-122.445487,1,rooftop,450,"Monterey Blvd","San Francisco",CA,"San Francisco County",94127,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1951,37.710365,-122.390888,37.710364,-122.390888,1,nearest_street,298,"Executive Park Blvd","San Francisco",CA,"San Francisco County",94134,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1952,37.744882,-122.473517,37.744903,-122.473423,1,rooftop,2300,"17th Ave","San Francisco",CA,"San Francisco County",94116,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1953,37.7786,-122.4892,37.77858,-122.489286,1,rooftop,567,"29th Ave","San Francisco",CA,"San Francisco County",94121,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1959,37.793558,-122.419597,37.793618,-122.419401,1,rooftop,1592,"Washington St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1960,37.785933,-122.392767,37.786097,-122.392548,1,rooftop,489,"Harrison St","San Francisco",CA,"San Francisco County",94105,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1965,37.787703,-122.391971,37.787676,-122.391777,1,rooftop,388,"Beale St","San Francisco",CA,"San Francisco County",94105,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1970,37.777457,-122.413158,37.777457,-122.413158,1,nearest_street,100,"8th St","San Francisco",CA,"San Francisco County",94103,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1974,37.790881,-122.410623,37.790881,-122.410623,1,nearest_street,900,"Pine St","San Francisco",CA,"San Francisco County",94108,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1976,37.804359,-122.437046,37.804359,-122.437046,1,nearest_street,3700,"Fillmore St","San Francisco",CA,"San Francisco County",94123,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1977,37.747902,-122.48691,37.747917,-122.487062,1,rooftop,2111,"29th Ave","San Francisco",CA,"San Francisco County",94116,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1980,37.773083,-122.391187,37.772975,-122.391172,1,rooftop,590,"Mission Rock St","San Francisco",CA,"San Francisco County",94158,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1982,37.798572,-122.425672,37.798616,-122.425517,1,rooftop,2624,"Franklin St","San Francisco",CA,"San Francisco County",94123,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1983,37.790881,-122.410623,37.790881,-122.410623,1,nearest_street,900,"Pine St","San Francisco",CA,"San Francisco County",94108,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1984,37.771804,-122.426621,37.771975,-122.426799,1,rooftop,200,"Buchanan St","San Francisco",CA,"San Francisco County",94102,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1986,37.78974,-122.412076,37.789739,-122.412076,1,nearest_street,800,"Taylor St","San Francisco",CA,"San Francisco County",94108,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1987,37.799414,-122.417385,37.799414,-122.417385,1,nearest_street,2000,"Leavenworth St","San Francisco",CA,"San Francisco County",94133,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1988,37.787424,-122.421154,37.787435,-122.421275,1,rooftop,1285,"Sutter St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1990,37.772721,-122.391183,37.772694,-122.391128,1,rooftop,1201,"4th St","San Francisco",CA,"San Francisco County",94158,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1992,37.793432,-122.412829,37.793431,-122.412829,1,nearest_street,1201,"Taylor St","San Francisco",CA,"San Francisco County",94133,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1993,37.791927,-122.414209,37.791928,-122.414457,1,rooftop,1111,"Jones St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1998,37.785075,-122.41114,37.785075,-122.41114,1,nearest_street,300,"Taylor St","San Francisco",CA,"San Francisco County",94102,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1999,37.788169,-122.411755,37.788169,-122.411755,1,nearest_street,621,"Taylor St","San Francisco",CA,"San Francisco County",94102,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2001,37.788388,-122.415185,37.788387,-122.415185,1,nearest_street,800,"Leavenworth St","San Francisco",CA,"San Francisco County",94109,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2002,37.341912,-121.983047,37.34186,-121.983505,1,rooftop,900,"Pepper Tree Ln","Santa Clara",CA,"Santa Clara County",95051,US,"Santa Clara County","Santa Clara Unified School District",0635430,KG,12,"See unified",,,,"See unified",,,
2005,37.788787,-122.42706,37.788787,-122.42706,1,nearest_street,1800,"Octavia St","San Francisco",CA,"San Francisco County",94109,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2006,37.793472,-122.43376,37.793203,-122.433733,1,rooftop,2335,"Pacific Ave","San Francisco",CA,"San Francisco County",94115,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2010,37.79667,-122.438779,37.79667,-122.438779,1,nearest_street,2900,"Pierce St","San Francisco",CA,"San Francisco County",94123,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2012,37.791017,-122.409547,37.790808,-122.409329,1,rooftop,821,"Pine St","San Francisco",CA,"San Francisco County",94108,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2013,37.785182,-122.476273,37.785184,-122.476176,1,rooftop,150,"17th Ave","San Francisco",CA,"San Francisco County",94118,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2017,37.791097,-122.408913,37.791298,-122.408814,1,rooftop,710,"Powell St","San Francisco",CA,"San Francisco County",94108,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2018,37.762604,-122.469432,37.7626,-122.469102,1,rooftop,1370,"12th Ave","San Francisco",CA,"San Francisco County",94122,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2019,37.782977,-122.461445,37.782835,-122.461487,1,rooftop,211,"Clement St","San Francisco",CA,"San Francisco County",94118,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2020,37.749254,-122.444808,37.749254,-122.444808,1,nearest_street,1,"Crestline Dr","San Francisco",CA,"San Francisco County",94131,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2021,37.799504,-122.416664,37.799405,-122.416543,1,rooftop,1059,"Union St","San Francisco",CA,"San Francisco County",94133,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2022,37.800802,-122.420165,37.800697,-122.420069,1,rooftop,1215,"Greenwich St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2023,37.775184,-122.451291,37.775086,-122.451072,1,rooftop,2095,"Fulton St","San Francisco",CA,"San Francisco County",94117,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2024,37.795882,-122.416696,37.795802,-122.416828,1,rooftop,1300,"Pacific Ave","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2025,37.787424,-122.421154,37.787435,-122.421275,1,rooftop,1285,"Sutter St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2031,37.771239,-122.42521,37.771186,-122.425405,1,rooftop,55,"Laguna St","San Francisco",CA,"San Francisco County",94102,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2032,37.790463,-122.413916,37.790462,-122.413916,1,nearest_street,1000,"Jones St","San Francisco",CA,"San Francisco County",94109,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2033,37.774467,-122.435979,37.774482,-122.436148,1,rooftop,1104,"Fell St","San Francisco",CA,"San Francisco County",94117,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2035,37.787996,-122.393597,37.787996,-122.393597,1,nearest_street,355,"Folsom St","San Francisco",CA,"San Francisco County",94105,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2042,37.788658,-122.426094,37.788635,-122.426072,1,rooftop,1843,"Pine St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2046,37.788658,-122.426169,37.788641,-122.426172,1,rooftop,1851,"Pine St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2049,37.7621,-122.3971,37.76207,-122.397136,1,rooftop,331,"Connecticut St","San Francisco",CA,"San Francisco County",94107,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2051,37.729246,-122.449708,37.729321,-122.449732,1,rooftop,338,"Staples Ave","San Francisco",CA,"San Francisco County",94112,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2053,37.7917,-122.4186,37.791602,-122.418665,1,rooftop,1577,"Sacramento St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2055,37.771804,-122.426621,37.771975,-122.426799,1,rooftop,200,"Buchanan St","San Francisco",CA,"San Francisco County",94102,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2062,37.786715,-122.451777,37.786828,-122.451623,1,rooftop,3490,"California St","San Francisco",CA,"San Francisco County",94118,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2063,37.797957,-122.413744,37.797957,-122.413744,1,nearest_street,1700,"Taylor St","San Francisco",CA,"San Francisco County",94133,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2066,37.7509,-122.4153,37.75101,-122.41532,1,rooftop,3258,"25th St","San Francisco",CA,"San Francisco County",94110,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2068,37.798081,-122.435209,37.798257,-122.435308,1,rooftop,2180,"Filbert St","San Francisco",CA,"San Francisco County",94123,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2074,37.772721,-122.391183,37.772694,-122.391128,1,rooftop,1201,"4th St","San Francisco",CA,"San Francisco County",94158,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2076,37.793525,-122.425632,37.793329,-122.425621,1,rooftop,1823,"Jackson St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2079,37.804664,-122.405954,37.804663,-122.405954,1,nearest_street,1800,"Kearny St","San Francisco",CA,"San Francisco County",94133,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2080,37.790164,-122.416264,37.790444,-122.416267,1,rooftop,1240,"Pine St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2088,37.790376,-122.414602,37.790656,-122.414641,1,rooftop,1140,"Pine St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2089,37.790376,-122.414602,37.790656,-122.414641,1,rooftop,1140,"Pine St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2095,37.764027,-122.4496,37.764027,-122.4496,1,nearest_street,100,"Grattan St","San Francisco",CA,"San Francisco County",94117,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2096,37.80547,-122.437272,37.80547,-122.437272,1,nearest_street,3752,"Fillmore St","San Francisco",CA,"San Francisco County",94123,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2098,37.772434,-122.39726,37.772425,-122.397921,1,nearest_street,,"I 280","San Francisco",CA,"San Francisco County",94158,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2101,37.781858,-122.462193,37.781885,-122.461869,1,rooftop,364,"4th Ave","San Francisco",CA,"San Francisco County",94118,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2102,37.786691,-122.44356,37.786691,-122.443559,1,nearest_street,2900,"Pine St","San Francisco",CA,"San Francisco County",94115,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2103,37.794774,-122.423563,37.795039,-122.423627,1,rooftop,2107,"Van Ness Ave","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2111,37.793852,-122.409541,37.793852,-122.40954,1,nearest_street,1000,"Clay St","San Francisco",CA,"San Francisco County",94108,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2120,37.75954,-122.462864,37.759744,-122.463106,1,rooftop,3,"Locksley Ave","San Francisco",CA,"San Francisco County",94122,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2122,37.75954,-122.462864,37.759744,-122.463106,1,rooftop,3,"Locksley Ave","San Francisco",CA,"San Francisco County",94122,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2125,37.771429,-122.424061,37.771553,-122.424425,1,rooftop,1834,"Market St","San Francisco",CA,"San Francisco County",94102,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2129,37.78807,-122.425237,37.78807,-122.425237,1,nearest_street,1600,"Gough St","San Francisco",CA,"San Francisco County",94109,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2132,37.762198,-122.465659,37.762443,-122.465706,1,rooftop,326,"Judah St","San Francisco",CA,"San Francisco County",94122,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2133,37.786714,-122.463794,37.786961,-122.463804,1,rooftop,95,"5th Ave","San Francisco",CA,"San Francisco County",94118,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2137,37.798207,-122.406292,37.798232,-122.406364,1,rooftop,15,"Romolo St","San Francisco",CA,"San Francisco County",94133,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2148,37.774467,-122.391644,37.774616,-122.391473,1,rooftop,116,Channel,"San Francisco",CA,"San Francisco County",94158,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
2150,37.771429,-122.424061,37.771553,-122.424425,1,rooftop,1834,"Market St","San Francisco",CA,"San Francisco County",94102,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
