,lat.,long.,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source,"Unified School District Name","Unified School District LEA code","Unified School District Grade Low","Unified School District Grade High","Elementary School District Name","Elementary School District LEA code","Elementary School District Grade Low","Elementary School District Grade High","Secondary School District Name","Secondary School District LEA code","Secondary School District Grade Low","Secondary School District Grade High"
821,37.773854,-122.477838,37.773817,-122.478162,1,rooftop,747,"19th Ave","San Francisco",CA,"San Francisco County",94121,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
822,37.804917,-122.442132,37.805002,-122.441897,1,rooftop,3824,"Scott St","San Francisco",CA,"San Francisco County",94123,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
823,37.802411,-122.44334,37.802482,-122.443049,1,rooftop,3544,"Divisadero St","San Francisco",CA,"San Francisco County",94123,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
824,37.779753,-122.482657,37.779767,-122.482827,1,rooftop,415,"23rd Ave","San Francisco",CA,"San Francisco County",94121,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
825,37.7864,-122.3892,37.786237,-122.389066,1,rooftop,501,"Beale St","San Francisco",CA,"San Francisco County",94105,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
826,37.77836,-122.48031,37.77836,-122.48031,1,nearest_street,500,"21st Ave","San Francisco",CA,"San Francisco County",94121,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
827,37.763087,-122.398519,37.763071,-122.398351,1,rooftop,251,"Arkansas St","San Francisco",CA,"San Francisco County",94107,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
828,37.755889,-122.389058,37.755928,-122.388603,1,rooftop,2688,"3rd St","San Francisco",CA,"San Francisco County",94107,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
830,37.7856,-122.4358,37.785606,-122.435866,1,rooftop,2161,"Sutter St","San Francisco",CA,"San Francisco County",94115,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
832,37.786106,-122.393908,37.786066,-122.394142,1,rooftop,50,"Lansing St","San Francisco",CA,"San Francisco County",94105,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
834,37.797287,-122.415291,37.797287,-122.415291,1,nearest_street,1,"Glover St","San Francisco",CA,"San Francisco County",94109,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
835,37.761747,-122.475924,37.761747,-122.475923,1,nearest_street,1300,"Judah St","San Francisco",CA,"San Francisco County",94122,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
836,37.761747,-122.475924,37.761747,-122.475923,1,nearest_street,1300,"Judah St","San Francisco",CA,"San Francisco County",94122,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
837,37.719,-122.4096,37.719481,-122.409827,1,rooftop,893,"Colby St","San Francisco",CA,"San Francisco County",94134,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
838,37.7195,-122.4411,37.719386,-122.44124,1,rooftop,20,"Junior Ter","San Francisco",CA,"San Francisco County",94112,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
839,37.736388,-122.428977,37.736388,-122.428977,1,nearest_street,200,"Mateo St","San Francisco",CA,"San Francisco County",94131,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
840,37.7441,-122.4863,37.744155,-122.486213,1,rooftop,2310,"29th Ave","San Francisco",CA,"San Francisco County",94116,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
841,37.7593,-122.4836,37.759291,-122.48364,1,rooftop,2115,"Kirkham St","San Francisco",CA,"San Francisco County",94122,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
842,37.792252,-122.407513,37.792252,-122.407513,1,nearest_street,781,"California St","San Francisco",CA,"San Francisco County",94108,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
843,37.775471,-122.502671,37.77547,-122.50267,1,nearest_street,4100,"Balboa St","San Francisco",CA,"San Francisco County",94121,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
844,37.7593,-122.4836,37.759291,-122.48364,1,rooftop,2115,"Kirkham St","San Francisco",CA,"San Francisco County",94122,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
846,37.756249,-122.419942,37.756343,-122.419687,1,rooftop,39,"Bartlett St","San Francisco",CA,"San Francisco County",94110,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
847,37.795016,-122.436761,37.795016,-122.436761,1,nearest_street,2800,"Steiner St","San Francisco",CA,"San Francisco County",94123,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
848,37.774305,-122.427174,37.77423,-122.427208,1,rooftop,483,"Oak St","San Francisco",CA,"San Francisco County",94102,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
849,37.773554,-122.503609,37.773554,-122.503609,1,nearest_street,800,"43rd Ave","San Francisco",CA,"San Francisco County",94121,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
850,37.8031,-122.425759,37.802829,-122.425687,1,rooftop,1261,"Francisco St","San Francisco",CA,"San Francisco County",94123,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
851,37.787035,-122.456039,37.787292,-122.456159,1,rooftop,3848,"Sacramento St","San Francisco",CA,"San Francisco County",94118,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
852,37.749711,-122.406997,37.749835,-122.40722,1,rooftop,2810,"26th St","San Francisco",CA,"San Francisco County",94110,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
853,37.730624,-122.368035,37.729287,-122.369058,0.99,rooftop,578,"Hudson Ave","San Francisco",CA,"San Francisco County",94124,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
854,37.729838,-122.400274,37.729838,-122.400274,1,nearest_street,2500,"Phelps St","San Francisco",CA,"San Francisco County",94124,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
855,37.71964,-122.471652,37.71964,-122.471652,1,nearest_street,1000,"Garfield St","San Francisco",CA,"San Francisco County",94132,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
856,37.773547,-122.409718,37.773694,-122.409658,1,rooftop,350,"8th St","San Francisco",CA,"San Francisco County",94103,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
857,37.791017,-122.399149,37.791017,-122.399149,1,nearest_street,501,"Market St","San Francisco",CA,"San Francisco County",94105,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
858,37.78742,-122.393124,37.787315,-122.393192,1,rooftop,338,"Fremont St","San Francisco",CA,"San Francisco County",94105,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
859,37.912849,-122.342265,37.912867,-122.342349,1,rooftop,215,"Marina Lakes Dr",Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County","West Contra Costa Unified School District",0632550,KG,12,"See unified",,,,"See unified",,,
860,37.735307,-122.423422,37.735444,-122.423326,1,rooftop,67,"Crescent Ave","San Francisco",CA,"San Francisco County",94110,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
870,37.801506,-122.423236,37.801386,-122.423189,1,rooftop,1305,"Lombard St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
871,37.787254,-122.424075,37.787509,-122.424137,1,rooftop,1440,"Sutter St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
872,37.778346,-122.435079,37.778463,-122.434933,1,rooftop,1398,"McAllister St","San Francisco",CA,"San Francisco County",94115,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
873,37.772525,-122.427158,37.772525,-122.427157,1,nearest_street,300,"Haight St","San Francisco",CA,"San Francisco County",94102,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
874,37.777507,-122.433085,37.777399,-122.432887,1,rooftop,898,"Steiner St","San Francisco",CA,"San Francisco County",94117,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
875,37.77089,-122.42514,37.771016,-122.424979,1,rooftop,1896,"Market St","San Francisco",CA,"San Francisco County",94102,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
876,37.77089,-122.42514,37.771016,-122.424979,1,rooftop,1896,"Market St","San Francisco",CA,"San Francisco County",94102,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
877,37.790836,-122.408925,37.79083,-122.409154,1,rooftop,655,"Powell St","San Francisco",CA,"San Francisco County",94108,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
878,37.791205,-122.40806,37.791204,-122.40806,1,nearest_street,722,"Pine St","San Francisco",CA,"San Francisco County",94108,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
879,37.752393,-122.425264,37.752228,-122.425483,1,rooftop,1074,"Dolores St","San Francisco",CA,"San Francisco County",94114,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
881,37.716788,-122.475918,37.716788,-122.475918,1,nearest_street,300,"Gonzalez Dr","San Francisco",CA,"San Francisco County",94132,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
882,37.76289,-122.428509,37.76289,-122.428508,1,nearest_street,3700,"17th St","San Francisco",CA,"San Francisco County",94114,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
883,37.761188,-122.43003,37.761377,-122.430028,1,rooftop,3876,"18th St","San Francisco",CA,"San Francisco County",94114,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
884,37.804917,-122.442132,37.805002,-122.441897,1,rooftop,3824,"Scott St","San Francisco",CA,"San Francisco County",94123,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
885,37.794991,-122.407168,37.794945,-122.407109,1,rooftop,833,"Washington St","San Francisco",CA,"San Francisco County",94108,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
886,37.771804,-122.426621,37.771975,-122.426799,1,rooftop,200,"Buchanan St","San Francisco",CA,"San Francisco County",94102,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
887,37.737551,-122.425111,37.737551,-122.425111,1,nearest_street,16,"Highland Ave","San Francisco",CA,"San Francisco County",94110,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
888,37.716788,-122.475918,37.716788,-122.475918,1,nearest_street,300,"Gonzalez Dr","San Francisco",CA,"San Francisco County",94132,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
890,37.7725,-122.4147,37.77271,-122.414667,1,rooftop,245,"11th St","San Francisco",CA,"San Francisco County",94103,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
891,37.760358,-122.464981,37.760358,-122.464981,1,nearest_street,1500,"8th Ave","San Francisco",CA,"San Francisco County",94122,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
892,37.802559,-122.407521,37.802379,-122.407487,1,rooftop,475,"Greenwich St","San Francisco",CA,"San Francisco County",94133,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
897,37.792204,-122.415377,37.792374,-122.415342,1,rooftop,1362,"Sacramento St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
898,37.715011,-122.472991,37.715011,-122.472991,1,nearest_street,101,"Font Blvd","San Francisco",CA,"San Francisco County",94132,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
899,37.791456,-122.392342,37.79182,-122.3923,1,rooftop,88,"Howard St","San Francisco",CA,"San Francisco County",94105,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
900,37.782383,-122.460136,37.782369,-122.460408,1,rooftop,321,"2nd Ave","San Francisco",CA,"San Francisco County",94118,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
902,37.791859,-122.425177,37.791597,-122.42507,1,rooftop,1945,"Clay St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
903,37.778992,-122.461166,37.778995,-122.461197,1,rooftop,509,"3rd Ave","San Francisco",CA,"San Francisco County",94118,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
904,37.782383,-122.460136,37.782369,-122.460408,1,rooftop,321,"2nd Ave","San Francisco",CA,"San Francisco County",94118,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
905,37.75364,-122.466658,37.753648,-122.466329,1,rooftop,1852,"10th Ave","San Francisco",CA,"San Francisco County",94122,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
906,37.75364,-122.466658,37.753648,-122.466329,1,rooftop,1852,"10th Ave","San Francisco",CA,"San Francisco County",94122,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
907,37.794458,-122.426045,37.794199,-122.426075,1,rooftop,1885,"Pacific Ave","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
908,37.770675,-122.449203,37.770548,-122.449038,1,rooftop,1705,"Page St","San Francisco",CA,"San Francisco County",94117,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
909,37.796797,-122.398211,37.796695,-122.397978,1,rooftop,440,"Davis Ct","San Francisco",CA,"San Francisco County",94111,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
910,37.719823,-122.462253,37.719771,-122.462467,1,rooftop,582,"Orizaba Ave","San Francisco",CA,"San Francisco County",94112,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
911,37.7441,-122.4863,37.744155,-122.486213,1,rooftop,2310,"29th Ave","San Francisco",CA,"San Francisco County",94116,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
913,37.787321,-122.431108,37.787594,-122.431218,1,rooftop,2056,"Bush St","San Francisco",CA,"San Francisco County",94115,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
914,37.742655,-122.486413,37.742733,-122.486198,1,rooftop,2394,"29th Ave","San Francisco",CA,"San Francisco County",94116,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
915,37.793428,-122.26913,37.793327,-122.268874,1,rooftop,202,"Madison St",Oakland,CA,"Alameda County",94607,US,"Alameda County","Oakland Unified School District",0628050,KG,12,"See unified",,,,"See unified",,,
918,37.785248,-122.439873,37.785247,-122.439873,1,nearest_street,1700,"Divisadero St","San Francisco",CA,"San Francisco County",94115,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
919,37.761582,-122.438056,37.761591,-122.438012,1,rooftop,2645,"Market St","San Francisco",CA,"San Francisco County",94114,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
920,37.789952,-122.425616,37.789952,-122.425615,1,nearest_street,1900,"California St","San Francisco",CA,"San Francisco County",94109,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
923,37.772434,-122.39726,37.772425,-122.397921,1,nearest_street,,"I 280","San Francisco",CA,"San Francisco County",94158,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
927,37.781031,-122.42044,37.781031,-122.42044,1,nearest_street,600,"Van Ness Ave","San Francisco",CA,"San Francisco County",94102,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
928,37.789457,-122.444119,37.789457,-122.444119,1,nearest_street,2000,"Baker St","San Francisco",CA,"San Francisco County",94115,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
930,37.761691,-122.39188,37.76171,-122.391723,1,rooftop,690,"Indiana St","San Francisco",CA,"San Francisco County",94107,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
932,37.762575,-122.44602,37.762546,-122.446003,1,rooftop,350,"Upper Ter","San Francisco",CA,"San Francisco County",94117,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
933,37.77727,-122.411388,37.777405,-122.411489,1,rooftop,664,"Natoma St","San Francisco",CA,"San Francisco County",94103,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
937,37.787295,-122.392719,37.787077,-122.392983,1,rooftop,350,"Fremont St","San Francisco",CA,"San Francisco County",94105,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
938,37.787703,-122.391971,37.787676,-122.391777,1,rooftop,388,"Beale St","San Francisco",CA,"San Francisco County",94105,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
939,37.775048,-122.449638,37.775022,-122.449939,1,rooftop,21,"Clayton St","San Francisco",CA,"San Francisco County",94117,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
942,37.776036,-122.499486,37.775952,-122.499743,1,rooftop,683,"39th Ave","San Francisco",CA,"San Francisco County",94121,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
943,37.794895,-122.429989,37.794895,-122.429989,1,nearest_street,2000,"Broadway St","San Francisco",CA,"San Francisco County",94115,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
944,37.762614,-122.445947,37.762624,-122.445952,1,rooftop,360,"Upper Ter","San Francisco",CA,"San Francisco County",94117,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
945,37.773906,-122.413938,37.773738,-122.413547,1,rooftop,239,"10th St","San Francisco",CA,"San Francisco County",94103,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
946,37.784994,-122.464572,37.784994,-122.464572,1,nearest_street,4301,"California St","San Francisco",CA,"San Francisco County",94118,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
947,37.779924,-122.492816,37.780033,-122.492685,1,rooftop,6838,"Geary Blvd","San Francisco",CA,"San Francisco County",94121,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
948,37.789529,-122.413728,37.789529,-122.413728,1,nearest_street,1000,"Bush St","San Francisco",CA,"San Francisco County",94109,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
949,37.772649,-122.415002,37.772649,-122.415002,1,nearest_street,239,"11th St","San Francisco",CA,"San Francisco County",94103,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
950,37.8048,-122.420805,37.804918,-122.420788,1,rooftop,822,"Bay St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
951,37.741585,-122.4472,37.741654,-122.447195,1,rooftop,27,"Encline Ct","San Francisco",CA,"San Francisco County",94127,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
952,37.786413,-122.403274,37.786527,-122.4031,1,rooftop,50,"3rd St","San Francisco",CA,"San Francisco County",94103,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
953,37.770675,-122.449203,37.770548,-122.449038,1,rooftop,1705,"Page St","San Francisco",CA,"San Francisco County",94117,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
954,37.753642,-122.411993,37.753693,-122.411816,1,rooftop,2731,"Harrison St","San Francisco",CA,"San Francisco County",94110,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
955,37.792217,-122.429447,37.792217,-122.429447,1,nearest_street,2200,"Washington St","San Francisco",CA,"San Francisco County",94115,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
956,37.789568,-122.413425,37.78932,-122.413487,1,rooftop,850,"Jones St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
957,37.792217,-122.429447,37.792217,-122.429447,1,nearest_street,2200,"Washington St","San Francisco",CA,"San Francisco County",94115,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
958,37.8002,-122.4091,37.800247,-122.408928,1,rooftop,1560,"Stockton St","San Francisco",CA,"San Francisco County",94133,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
960,37.800638,-122.407584,37.800638,-122.407584,1,nearest_street,1500,"Grant Ave","San Francisco",CA,"San Francisco County",94133,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
961,37.8002,-122.4091,37.800247,-122.408928,1,rooftop,1560,"Stockton St","San Francisco",CA,"San Francisco County",94133,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
965,37.771804,-122.426621,37.771975,-122.426799,1,rooftop,200,"Buchanan St","San Francisco",CA,"San Francisco County",94102,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
966,37.763689,-122.474241,37.76385,-122.474148,1,rooftop,1500,"Irving St","San Francisco",CA,"San Francisco County",94122,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
967,37.793444,-122.416201,37.793289,-122.416012,1,rooftop,1314,"Leavenworth St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
970,37.717665,-122.440107,37.717665,-122.440107,1,nearest_street,5051,"Mission St","San Francisco",CA,"San Francisco County",94112,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
971,37.797603,-122.435594,37.79763,-122.435325,1,rooftop,3038,"Fillmore St","San Francisco",CA,"San Francisco County",94123,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
972,37.756988,-122.419689,37.756988,-122.419689,1,nearest_street,3225,"21st St","San Francisco",CA,"San Francisco County",94110,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
973,37.717866,-122.440359,37.717876,-122.440561,1,rooftop,33,"Seneca Ave","San Francisco",CA,"San Francisco County",94112,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
982,37.803601,-122.444419,37.803318,-122.444392,1,rooftop,2149,"Beach St","San Francisco",CA,"San Francisco County",94123,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
990,37.783641,-122.47854,37.783636,-122.478386,1,rooftop,226,"19th Ave","San Francisco",CA,"San Francisco County",94121,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1008,37.770008,-122.446934,37.770008,-122.446934,1,nearest_street,600,"Ashbury St","San Francisco",CA,"San Francisco County",94117,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1009,37.77541,-122.46298,37.775258,-122.463036,1,rooftop,703,"5th Ave","San Francisco",CA,"San Francisco County",94118,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1010,37.77541,-122.46298,37.775258,-122.463036,1,rooftop,703,"5th Ave","San Francisco",CA,"San Francisco County",94118,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1011,37.764311,-122.454217,37.764311,-122.454217,1,nearest_street,1400,"Willard St","San Francisco",CA,"San Francisco County",94117,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1015,37.772108,-122.430434,37.772107,-122.430433,1,nearest_street,300,"Fillmore St","San Francisco",CA,"San Francisco County",94117,US,"TIGER/Line® dataset from the US Census Bureau","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1016,37.794243,-122.42817,37.794445,-122.428389,1,rooftop,2000,"Pacific Ave","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1018,37.780321,-122.493346,37.780323,-122.493026,1,rooftop,472,"33rd Ave","San Francisco",CA,"San Francisco County",94121,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1022,37.749391,-122.427628,37.749513,-122.427682,1,rooftop,112,"Clipper St","San Francisco",CA,"San Francisco County",94114,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1023,37.803969,-122.435031,37.804025,-122.434908,1,rooftop,1690,"N Point St","San Francisco",CA,"San Francisco County",94123,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1028,37.789046,-122.417541,37.788814,-122.417461,1,rooftop,1209,"Bush St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
1029,37.789046,-122.417541,37.788814,-122.417461,1,rooftop,1209,"Bush St","San Francisco",CA,"San Francisco County",94109,US,"San Francisco","San Francisco Unified School District",0634410,KG,12,"See unified",,,,"See unified",,,
